CSD,Period,Vehicle_Type,Total_Vehicle_Registration_Count
Stettler,2020,Total Motorized Vehicles,8802
Acme,2005,Total Motorized Vehicles,1346
Acme,2006,Total Motorized Vehicles,1392
Acme,2007,Total Motorized Vehicles,1455
Acme,2008,Total Motorized Vehicles,1467
Acme,2009,Total Motorized Vehicles,1488
Acme,2010,Total Motorized Vehicles,1488
Acme,2011,Total Motorized Vehicles,1536
Acme,2012,Total Motorized Vehicles,1512
Acme,2013,Total Motorized Vehicles,1512
Acme,2014,Total Motorized Vehicles,1580
Acme,2015,Total Motorized Vehicles,1631
Acme,2016,Total Motorized Vehicles,1603
Acme,2017,Total Motorized Vehicles,1592
Acme,2018,Total Motorized Vehicles,1616
Acme,2019,Total Motorized Vehicles,1632
Acme,2020,Total Motorized Vehicles,1607
Linden,2005,Total Motorized Vehicles,1350
Linden,2006,Total Motorized Vehicles,1424
Linden,2007,Total Motorized Vehicles,1461
Linden,2008,Total Motorized Vehicles,1518
Linden,2009,Total Motorized Vehicles,1554
Linden,2010,Total Motorized Vehicles,1554
Linden,2011,Total Motorized Vehicles,1597
Linden,2012,Total Motorized Vehicles,1591
Linden,2013,Total Motorized Vehicles,1635
Linden,2014,Total Motorized Vehicles,1705
Linden,2015,Total Motorized Vehicles,1732
Linden,2016,Total Motorized Vehicles,1728
Linden,2017,Total Motorized Vehicles,1754
Linden,2018,Total Motorized Vehicles,1804
Linden,2019,Total Motorized Vehicles,1775
Linden,2020,Total Motorized Vehicles,1819
Lacombe County,2005,Total Motorized Vehicles,1398
Lacombe County,2006,Total Motorized Vehicles,1429
Lacombe County,2007,Total Motorized Vehicles,1477
Lacombe County,2008,Total Motorized Vehicles,1486
Lacombe County,2009,Total Motorized Vehicles,1493
Lacombe County,2010,Total Motorized Vehicles,1493
Lacombe County,2011,Total Motorized Vehicles,1529
Lacombe County,2012,Total Motorized Vehicles,1586
Lacombe County,2013,Total Motorized Vehicles,1621
Lacombe County,2014,Total Motorized Vehicles,1638
Lacombe County,2015,Total Motorized Vehicles,1645
Lacombe County,2016,Total Motorized Vehicles,1652
Lacombe County,2017,Total Motorized Vehicles,1668
Lacombe County,2018,Total Motorized Vehicles,1718
Lacombe County,2019,Total Motorized Vehicles,2251
Lacombe County,2020,Total Motorized Vehicles,2543
Birchcliff,2005,Total Motorized Vehicles,96
Birchcliff,2006,Total Motorized Vehicles,103
Birchcliff,2007,Total Motorized Vehicles,113
Birchcliff,2008,Total Motorized Vehicles,133
Birchcliff,2009,Total Motorized Vehicles,144
Birchcliff,2010,Total Motorized Vehicles,144
Birchcliff,2011,Total Motorized Vehicles,145
Birchcliff,2012,Total Motorized Vehicles,136
Birchcliff,2013,Total Motorized Vehicles,137
Birchcliff,2014,Total Motorized Vehicles,144
Birchcliff,2015,Total Motorized Vehicles,155
Birchcliff,2016,Total Motorized Vehicles,142
Birchcliff,2017,Total Motorized Vehicles,162
Birchcliff,2018,Total Motorized Vehicles,168
Birchcliff,2019,Total Motorized Vehicles,180
Birchcliff,2020,Total Motorized Vehicles,145
Delburne,2005,Total Motorized Vehicles,1878
Delburne,2006,Total Motorized Vehicles,1989
Delburne,2007,Total Motorized Vehicles,2125
Delburne,2008,Total Motorized Vehicles,2165
Delburne,2009,Total Motorized Vehicles,2169
Delburne,2010,Total Motorized Vehicles,2169
Delburne,2011,Total Motorized Vehicles,2232
Delburne,2012,Total Motorized Vehicles,2233
Delburne,2013,Total Motorized Vehicles,2335
Delburne,2014,Total Motorized Vehicles,2392
Delburne,2015,Total Motorized Vehicles,2363
Delburne,2016,Total Motorized Vehicles,2124
Delburne,2017,Total Motorized Vehicles,1885
Delburne,2018,Total Motorized Vehicles,1907
Delburne,2019,Total Motorized Vehicles,1895
Delburne,2020,Total Motorized Vehicles,1871
Jarvis Bay,2005,Total Motorized Vehicles,122
Jarvis Bay,2006,Total Motorized Vehicles,155
Jarvis Bay,2007,Total Motorized Vehicles,162
Jarvis Bay,2008,Total Motorized Vehicles,170
Jarvis Bay,2009,Total Motorized Vehicles,131
Jarvis Bay,2010,Total Motorized Vehicles,131
Jarvis Bay,2011,Total Motorized Vehicles,136
Jarvis Bay,2012,Total Motorized Vehicles,163
Jarvis Bay,2013,Total Motorized Vehicles,176
Jarvis Bay,2014,Total Motorized Vehicles,166
Jarvis Bay,2015,Total Motorized Vehicles,157
Jarvis Bay,2016,Total Motorized Vehicles,145
Jarvis Bay,2017,Total Motorized Vehicles,133
Jarvis Bay,2018,Total Motorized Vehicles,121
Jarvis Bay,2019,Total Motorized Vehicles,119
Jarvis Bay,2020,Total Motorized Vehicles,95
Bowden,2005,Total Motorized Vehicles,2426
Bowden,2006,Total Motorized Vehicles,2482
Bowden,2007,Total Motorized Vehicles,2615
Bowden,2008,Total Motorized Vehicles,2726
Bowden,2009,Total Motorized Vehicles,2757
Bowden,2010,Total Motorized Vehicles,2757
Bowden,2011,Total Motorized Vehicles,2767
Bowden,2012,Total Motorized Vehicles,2854
Bowden,2013,Total Motorized Vehicles,2896
Bowden,2014,Total Motorized Vehicles,3013
Bowden,2015,Total Motorized Vehicles,3022
Bowden,2016,Total Motorized Vehicles,2293
Bowden,2017,Total Motorized Vehicles,1921
Bowden,2018,Total Motorized Vehicles,1909
Bowden,2019,Total Motorized Vehicles,1860
Bowden,2020,Total Motorized Vehicles,1864
Innisfail,2005,Total Motorized Vehicles,10569
Innisfail,2006,Total Motorized Vehicles,10919
Innisfail,2007,Total Motorized Vehicles,11536
Innisfail,2008,Total Motorized Vehicles,11863
Innisfail,2009,Total Motorized Vehicles,12043
Innisfail,2010,Total Motorized Vehicles,12043
Innisfail,2011,Total Motorized Vehicles,12256
Innisfail,2012,Total Motorized Vehicles,12597
Innisfail,2013,Total Motorized Vehicles,9944
Innisfail,2014,Total Motorized Vehicles,8731
Innisfail,2015,Total Motorized Vehicles,8564
Innisfail,2016,Total Motorized Vehicles,8233
Innisfail,2017,Total Motorized Vehicles,8040
Innisfail,2018,Total Motorized Vehicles,8266
Innisfail,2019,Total Motorized Vehicles,8090
Innisfail,2020,Total Motorized Vehicles,8199
Penhold,2005,Total Motorized Vehicles,2301
Penhold,2006,Total Motorized Vehicles,2416
Penhold,2007,Total Motorized Vehicles,2583
Penhold,2008,Total Motorized Vehicles,2732
Penhold,2009,Total Motorized Vehicles,2955
Penhold,2010,Total Motorized Vehicles,2955
Penhold,2011,Total Motorized Vehicles,3069
Penhold,2012,Total Motorized Vehicles,3285
Penhold,2013,Total Motorized Vehicles,3430
Penhold,2014,Total Motorized Vehicles,3788
Penhold,2015,Total Motorized Vehicles,3856
Penhold,2016,Total Motorized Vehicles,3551
Penhold,2017,Total Motorized Vehicles,3427
Penhold,2018,Total Motorized Vehicles,3469
Penhold,2019,Total Motorized Vehicles,3407
Penhold,2020,Total Motorized Vehicles,3443
Eckville,2005,Total Motorized Vehicles,3368
Eckville,2006,Total Motorized Vehicles,3497
Eckville,2007,Total Motorized Vehicles,3565
Eckville,2008,Total Motorized Vehicles,3650
Eckville,2009,Total Motorized Vehicles,3671
Eckville,2010,Total Motorized Vehicles,3671
Eckville,2011,Total Motorized Vehicles,3731
Eckville,2012,Total Motorized Vehicles,3936
Eckville,2013,Total Motorized Vehicles,3960
Eckville,2014,Total Motorized Vehicles,4116
Eckville,2015,Total Motorized Vehicles,4078
Eckville,2016,Total Motorized Vehicles,3948
Eckville,2017,Total Motorized Vehicles,3930
Eckville,2018,Total Motorized Vehicles,3980
Eckville,2019,Total Motorized Vehicles,3941
Eckville,2020,Total Motorized Vehicles,3950
Bentley,2005,Total Motorized Vehicles,2515
Bentley,2006,Total Motorized Vehicles,2633
Bentley,2007,Total Motorized Vehicles,2718
Bentley,2008,Total Motorized Vehicles,2707
Bentley,2009,Total Motorized Vehicles,2731
Bentley,2010,Total Motorized Vehicles,2731
Bentley,2011,Total Motorized Vehicles,2790
Bentley,2012,Total Motorized Vehicles,2894
Bentley,2013,Total Motorized Vehicles,2954
Bentley,2014,Total Motorized Vehicles,3065
Bentley,2015,Total Motorized Vehicles,3060
Bentley,2016,Total Motorized Vehicles,3018
Bentley,2017,Total Motorized Vehicles,3027
Bentley,2018,Total Motorized Vehicles,3094
Bentley,2019,Total Motorized Vehicles,3125
Bentley,2020,Total Motorized Vehicles,3185
Gull Lake,2007,Total Motorized Vehicles,0
Gull Lake,2008,Total Motorized Vehicles,0
Gull Lake,2009,Total Motorized Vehicles,0
Gull Lake,2010,Total Motorized Vehicles,0
Gull Lake,2011,Total Motorized Vehicles,0
Gull Lake,2012,Total Motorized Vehicles,1
Gull Lake,2013,Total Motorized Vehicles,0
Gull Lake,2014,Total Motorized Vehicles,0
Gull Lake,2015,Total Motorized Vehicles,0
Gull Lake,2016,Total Motorized Vehicles,2
Gull Lake,2017,Total Motorized Vehicles,0
Gull Lake,2018,Total Motorized Vehicles,2
Gull Lake,2019,Total Motorized Vehicles,3
Gull Lake,2020,Total Motorized Vehicles,3
Blackfalds,2005,Total Motorized Vehicles,5026
Blackfalds,2006,Total Motorized Vehicles,5534
Blackfalds,2007,Total Motorized Vehicles,5877
Blackfalds,2008,Total Motorized Vehicles,6453
Blackfalds,2009,Total Motorized Vehicles,6806
Blackfalds,2010,Total Motorized Vehicles,6806
Blackfalds,2011,Total Motorized Vehicles,7357
Blackfalds,2012,Total Motorized Vehicles,7943
Blackfalds,2013,Total Motorized Vehicles,8432
Blackfalds,2014,Total Motorized Vehicles,9278
Blackfalds,2015,Total Motorized Vehicles,9461
Blackfalds,2016,Total Motorized Vehicles,9615
Blackfalds,2017,Total Motorized Vehicles,9780
Blackfalds,2018,Total Motorized Vehicles,10270
Blackfalds,2019,Total Motorized Vehicles,9583
Blackfalds,2020,Total Motorized Vehicles,9643
Rochon Sands,2005,Total Motorized Vehicles,50
Rochon Sands,2006,Total Motorized Vehicles,48
Rochon Sands,2007,Total Motorized Vehicles,41
Rochon Sands,2008,Total Motorized Vehicles,43
Rochon Sands,2009,Total Motorized Vehicles,47
Rochon Sands,2010,Total Motorized Vehicles,47
Rochon Sands,2011,Total Motorized Vehicles,50
Rochon Sands,2012,Total Motorized Vehicles,80
Rochon Sands,2013,Total Motorized Vehicles,89
Rochon Sands,2014,Total Motorized Vehicles,76
Rochon Sands,2015,Total Motorized Vehicles,78
Rochon Sands,2016,Total Motorized Vehicles,72
Rochon Sands,2017,Total Motorized Vehicles,64
Rochon Sands,2018,Total Motorized Vehicles,60
Rochon Sands,2019,Total Motorized Vehicles,66
Rochon Sands,2020,Total Motorized Vehicles,71
Donalda,2005,Total Motorized Vehicles,800
Donalda,2006,Total Motorized Vehicles,855
Donalda,2007,Total Motorized Vehicles,873
Donalda,2008,Total Motorized Vehicles,880
Donalda,2009,Total Motorized Vehicles,846
Donalda,2010,Total Motorized Vehicles,846
Donalda,2011,Total Motorized Vehicles,880
Donalda,2012,Total Motorized Vehicles,930
Donalda,2013,Total Motorized Vehicles,922
Donalda,2014,Total Motorized Vehicles,944
Donalda,2015,Total Motorized Vehicles,908
Donalda,2016,Total Motorized Vehicles,879
Donalda,2017,Total Motorized Vehicles,880
Donalda,2018,Total Motorized Vehicles,885
Donalda,2019,Total Motorized Vehicles,858
Donalda,2020,Total Motorized Vehicles,898
Flagstaff County,2005,Total Motorized Vehicles,1020
Flagstaff County,2006,Total Motorized Vehicles,1036
Flagstaff County,2007,Total Motorized Vehicles,1106
Flagstaff County,2008,Total Motorized Vehicles,1108
Flagstaff County,2009,Total Motorized Vehicles,1103
Flagstaff County,2010,Total Motorized Vehicles,1103
Flagstaff County,2011,Total Motorized Vehicles,1121
Flagstaff County,2012,Total Motorized Vehicles,1175
Flagstaff County,2013,Total Motorized Vehicles,1151
Flagstaff County,2014,Total Motorized Vehicles,1157
Flagstaff County,2015,Total Motorized Vehicles,1124
Flagstaff County,2016,Total Motorized Vehicles,1118
Flagstaff County,2017,Total Motorized Vehicles,1102
Flagstaff County,2018,Total Motorized Vehicles,1131
Flagstaff County,2019,Total Motorized Vehicles,1100
Flagstaff County,2020,Total Motorized Vehicles,1125
Alliance,2005,Total Motorized Vehicles,573
Alliance,2006,Total Motorized Vehicles,579
Alliance,2007,Total Motorized Vehicles,589
Alliance,2008,Total Motorized Vehicles,594
Alliance,2009,Total Motorized Vehicles,609
Alliance,2010,Total Motorized Vehicles,609
Alliance,2011,Total Motorized Vehicles,607
Alliance,2012,Total Motorized Vehicles,639
Alliance,2013,Total Motorized Vehicles,628
Alliance,2014,Total Motorized Vehicles,655
Alliance,2015,Total Motorized Vehicles,671
Alliance,2016,Total Motorized Vehicles,633
Alliance,2017,Total Motorized Vehicles,642
Alliance,2018,Total Motorized Vehicles,619
Alliance,2019,Total Motorized Vehicles,593
Alliance,2020,Total Motorized Vehicles,604
Forestburg,2005,Total Motorized Vehicles,1465
Forestburg,2006,Total Motorized Vehicles,1519
Forestburg,2007,Total Motorized Vehicles,1576
Forestburg,2008,Total Motorized Vehicles,1566
Forestburg,2009,Total Motorized Vehicles,1510
Forestburg,2010,Total Motorized Vehicles,1510
Forestburg,2011,Total Motorized Vehicles,1560
Forestburg,2012,Total Motorized Vehicles,1562
Forestburg,2013,Total Motorized Vehicles,1635
Forestburg,2014,Total Motorized Vehicles,1619
Forestburg,2015,Total Motorized Vehicles,1627
Forestburg,2016,Total Motorized Vehicles,1559
Forestburg,2017,Total Motorized Vehicles,1564
Forestburg,2018,Total Motorized Vehicles,1581
Forestburg,2019,Total Motorized Vehicles,1574
Forestburg,2020,Total Motorized Vehicles,1622
Heisler,2005,Total Motorized Vehicles,421
Heisler,2006,Total Motorized Vehicles,447
Heisler,2007,Total Motorized Vehicles,469
Heisler,2008,Total Motorized Vehicles,462
Heisler,2009,Total Motorized Vehicles,477
Heisler,2010,Total Motorized Vehicles,477
Heisler,2011,Total Motorized Vehicles,457
Heisler,2012,Total Motorized Vehicles,448
Heisler,2013,Total Motorized Vehicles,442
Heisler,2014,Total Motorized Vehicles,468
Heisler,2015,Total Motorized Vehicles,456
Heisler,2016,Total Motorized Vehicles,455
Heisler,2017,Total Motorized Vehicles,465
Heisler,2018,Total Motorized Vehicles,462
Heisler,2019,Total Motorized Vehicles,465
Heisler,2020,Total Motorized Vehicles,477
Leduc,2005,Total Motorized Vehicles,17598
Leduc,2006,Total Motorized Vehicles,18954
Leduc,2007,Total Motorized Vehicles,20862
Leduc,2008,Total Motorized Vehicles,21959
Leduc,2009,Total Motorized Vehicles,23847
Leduc,2010,Total Motorized Vehicles,23847
Leduc,2011,Total Motorized Vehicles,24180
Leduc,2012,Total Motorized Vehicles,25599
Leduc,2013,Total Motorized Vehicles,26867
Leduc,2014,Total Motorized Vehicles,28785
Leduc,2015,Total Motorized Vehicles,29397
Leduc,2016,Total Motorized Vehicles,29292
Leduc,2017,Total Motorized Vehicles,29909
Leduc,2018,Total Motorized Vehicles,30382
Leduc,2019,Total Motorized Vehicles,30178
Leduc,2020,Total Motorized Vehicles,30746
Amisk,2005,Total Motorized Vehicles,405
Amisk,2006,Total Motorized Vehicles,433
Amisk,2007,Total Motorized Vehicles,463
Amisk,2008,Total Motorized Vehicles,465
Amisk,2009,Total Motorized Vehicles,481
Amisk,2010,Total Motorized Vehicles,481
Amisk,2011,Total Motorized Vehicles,479
Amisk,2012,Total Motorized Vehicles,465
Amisk,2013,Total Motorized Vehicles,478
Amisk,2014,Total Motorized Vehicles,475
Amisk,2015,Total Motorized Vehicles,496
Amisk,2016,Total Motorized Vehicles,490
Amisk,2017,Total Motorized Vehicles,489
Amisk,2018,Total Motorized Vehicles,505
Amisk,2019,Total Motorized Vehicles,494
Amisk,2020,Total Motorized Vehicles,496
Paintearth County No. 18,2005,Total Motorized Vehicles,131
Paintearth County No. 18,2006,Total Motorized Vehicles,142
Paintearth County No. 18,2007,Total Motorized Vehicles,141
Paintearth County No. 18,2008,Total Motorized Vehicles,137
Paintearth County No. 18,2009,Total Motorized Vehicles,141
Paintearth County No. 18,2010,Total Motorized Vehicles,141
Paintearth County No. 18,2011,Total Motorized Vehicles,153
Paintearth County No. 18,2012,Total Motorized Vehicles,150
Paintearth County No. 18,2013,Total Motorized Vehicles,164
Paintearth County No. 18,2014,Total Motorized Vehicles,185
Paintearth County No. 18,2015,Total Motorized Vehicles,200
Paintearth County No. 18,2016,Total Motorized Vehicles,199
Paintearth County No. 18,2017,Total Motorized Vehicles,196
Paintearth County No. 18,2018,Total Motorized Vehicles,208
Paintearth County No. 18,2019,Total Motorized Vehicles,187
Paintearth County No. 18,2020,Total Motorized Vehicles,201
Coronation,2005,Total Motorized Vehicles,1997
Coronation,2006,Total Motorized Vehicles,2053
Coronation,2007,Total Motorized Vehicles,2092
Coronation,2008,Total Motorized Vehicles,2087
Coronation,2009,Total Motorized Vehicles,2180
Coronation,2010,Total Motorized Vehicles,2180
Coronation,2011,Total Motorized Vehicles,2201
Coronation,2012,Total Motorized Vehicles,2203
Coronation,2013,Total Motorized Vehicles,2233
Coronation,2014,Total Motorized Vehicles,2239
Coronation,2015,Total Motorized Vehicles,2241
Coronation,2016,Total Motorized Vehicles,2161
Coronation,2017,Total Motorized Vehicles,2247
Coronation,2018,Total Motorized Vehicles,2309
Coronation,2019,Total Motorized Vehicles,2238
Coronation,2020,Total Motorized Vehicles,2193
Castor,2005,Total Motorized Vehicles,1896
Castor,2006,Total Motorized Vehicles,1944
Castor,2007,Total Motorized Vehicles,1990
Castor,2008,Total Motorized Vehicles,2056
Castor,2009,Total Motorized Vehicles,1987
Castor,2010,Total Motorized Vehicles,1987
Castor,2011,Total Motorized Vehicles,2067
Castor,2012,Total Motorized Vehicles,2122
Castor,2013,Total Motorized Vehicles,2158
Castor,2014,Total Motorized Vehicles,2217
Castor,2015,Total Motorized Vehicles,2185
Castor,2016,Total Motorized Vehicles,2144
Castor,2017,Total Motorized Vehicles,2098
Castor,2018,Total Motorized Vehicles,2140
Castor,2019,Total Motorized Vehicles,2144
Castor,2020,Total Motorized Vehicles,2165
Halkirk,2005,Total Motorized Vehicles,488
Halkirk,2006,Total Motorized Vehicles,473
Halkirk,2007,Total Motorized Vehicles,466
Halkirk,2008,Total Motorized Vehicles,477
Halkirk,2009,Total Motorized Vehicles,482
Halkirk,2010,Total Motorized Vehicles,482
Halkirk,2011,Total Motorized Vehicles,487
Halkirk,2012,Total Motorized Vehicles,498
Halkirk,2013,Total Motorized Vehicles,492
Halkirk,2014,Total Motorized Vehicles,506
Halkirk,2015,Total Motorized Vehicles,539
Halkirk,2016,Total Motorized Vehicles,560
Halkirk,2017,Total Motorized Vehicles,548
Halkirk,2018,Total Motorized Vehicles,544
Halkirk,2019,Total Motorized Vehicles,535
Halkirk,2020,Total Motorized Vehicles,530
Daysland,2005,Total Motorized Vehicles,1560
Daysland,2006,Total Motorized Vehicles,1625
Daysland,2007,Total Motorized Vehicles,1710
Daysland,2008,Total Motorized Vehicles,1755
Daysland,2009,Total Motorized Vehicles,1717
Daysland,2010,Total Motorized Vehicles,1717
Daysland,2011,Total Motorized Vehicles,1753
Daysland,2012,Total Motorized Vehicles,1792
Daysland,2013,Total Motorized Vehicles,1839
Daysland,2014,Total Motorized Vehicles,1887
