CSDUID,CSD,Period,IndicatorSummaryDescription,Structural Type,UnitOfMeasure,OriginalValue
4807011,Paintearth County No. 18,2011,Private Households by Structural Type,"Apartment, building that has fewer than five storeys",,0
4807011,Paintearth County No. 18,2016,Private Households by Structural Type,"Apartment, building that has fewer than five storeys",,0
4807011,Paintearth County No. 18,2021,Private Households by Structural Type,"Apartment, building that has fewer than five storeys",,0
4807012,Coronation,2001,Private Households by Structural Type,"Apartment, building that has fewer than five storeys",,0
4807012,Coronation,2006,Private Households by Structural Type,"Apartment, building that has fewer than five storeys",,30
4807012,Coronation,2011,Private Households by Structural Type,"Apartment, building that has fewer than five storeys",,20
4807012,Coronation,2016,Private Households by Structural Type,"Apartment, building that has fewer than five storeys",,35
4807012,Coronation,2021,Private Households by Structural Type,"Apartment, building that has fewer than five storeys",,25
4807014,Castor,2001,Private Households by Structural Type,"Apartment, building that has fewer than five storeys",,20
4807014,Castor,2006,Private Households by Structural Type,"Apartment, building that has fewer than five storeys",,0
4807014,Castor,2011,Private Households by Structural Type,"Apartment, building that has fewer than five storeys",,30
4807014,Castor,2016,Private Households by Structural Type,"Apartment, building that has fewer than five storeys",,20
4807014,Castor,2021,Private Households by Structural Type,"Apartment, building that has fewer than five storeys",,10
4807016,Halkirk,2001,Private Households by Structural Type,"Apartment, building that has fewer than five storeys",,0
4807016,Halkirk,2006,Private Households by Structural Type,"Apartment, building that has fewer than five storeys",,0
4807016,Halkirk,2011,Private Households by Structural Type,"Apartment, building that has fewer than five storeys",,0
4807016,Halkirk,2016,Private Households by Structural Type,"Apartment, building that has fewer than five storeys",,0
4807016,Halkirk,2021,Private Households by Structural Type,"Apartment, building that has fewer than five storeys",,0
4807039,Daysland,2001,Private Households by Structural Type,"Apartment, building that has fewer than five storeys",,5
4807039,Daysland,2006,Private Households by Structural Type,"Apartment, building that has fewer than five storeys",,10
4807039,Daysland,2011,Private Households by Structural Type,"Apartment, building that has fewer than five storeys",,10
4807039,Daysland,2016,Private Households by Structural Type,"Apartment, building that has fewer than five storeys",,5
4807039,Daysland,2021,Private Households by Structural Type,"Apartment, building that has fewer than five storeys",,10
4807042,Killam,2001,Private Households by Structural Type,"Apartment, building that has fewer than five storeys",,30
4807042,Killam,2006,Private Households by Structural Type,"Apartment, building that has fewer than five storeys",,50
4807042,Killam,2011,Private Households by Structural Type,"Apartment, building that has fewer than five storeys",,20
4807042,Killam,2016,Private Households by Structural Type,"Apartment, building that has fewer than five storeys",,15
4807042,Killam,2021,Private Households by Structural Type,"Apartment, building that has fewer than five storeys",,20
4809810,Big Horn 144A,2001,Private Households by Structural Type,"Apartment, building that has fewer than five storeys",,0
4809810,Big Horn 144A,2006,Private Households by Structural Type,"Apartment, building that has fewer than five storeys",,0
4809810,Big Horn 144A,2011,Private Households by Structural Type,"Apartment, building that has fewer than five storeys",,0
4809810,Big Horn 144A,2016,Private Households by Structural Type,"Apartment, building that has fewer than five storeys",,0
4809810,Big Horn 144A,2021,Private Households by Structural Type,"Apartment, building that has fewer than five storeys",,0
4810001,Camrose County,2001,Private Households by Structural Type,"Apartment, building that has fewer than five storeys",,0
4810001,Camrose County,2006,Private Households by Structural Type,"Apartment, building that has fewer than five storeys",,0
4810001,Camrose County,2011,Private Households by Structural Type,"Apartment, building that has fewer than five storeys",,0
4810001,Camrose County,2016,Private Households by Structural Type,"Apartment, building that has fewer than five storeys",,10
4810001,Camrose County,2021,Private Households by Structural Type,"Apartment, building that has fewer than five storeys",,0
4811056,Fort Saskatchewan,2001,Private Households by Structural Type,"Apartment, building that has fewer than five storeys",,500
4811056,Fort Saskatchewan,2006,Private Households by Structural Type,"Apartment, building that has fewer than five storeys",,1000
4811056,Fort Saskatchewan,2011,Private Households by Structural Type,"Apartment, building that has fewer than five storeys",,1205
4811056,Fort Saskatchewan,2016,Private Households by Structural Type,"Apartment, building that has fewer than five storeys",,1550
4811056,Fort Saskatchewan,2021,Private Households by Structural Type,"Apartment, building that has fewer than five storeys",,1750
4811061,Edmonton,2001,Private Households by Structural Type,"Apartment, building that has fewer than five storeys",,61800
4811061,Edmonton,2006,Private Households by Structural Type,"Apartment, building that has fewer than five storeys",,69730
4811061,Edmonton,2011,Private Households by Structural Type,"Apartment, building that has fewer than five storeys",,74765
4811061,Edmonton,2016,Private Households by Structural Type,"Apartment, building that has fewer than five storeys",,83775
4811061,Edmonton,2021,Private Households by Structural Type,"Apartment, building that has fewer than five storeys",,91250
4806017,Chestermere,2001,Private Households by Structural Type,"Apartment, building that has fewer than five storeys",,0
4806017,Chestermere,2006,Private Households by Structural Type,"Apartment, building that has fewer than five storeys",,40
4806017,Chestermere,2011,Private Households by Structural Type,"Apartment, building that has fewer than five storeys",,80
4806017,Chestermere,2016,Private Households by Structural Type,"Apartment, building that has fewer than five storeys",,195
4806017,Chestermere,2021,Private Households by Structural Type,"Apartment, building that has fewer than five storeys",,200
4802012,Lethbridge,2001,Private Households by Structural Type,"Apartment, building that has fewer than five storeys",,3150
4802012,Lethbridge,2006,Private Households by Structural Type,"Apartment, building that has fewer than five storeys",,4625
4802012,Lethbridge,2011,Private Households by Structural Type,"Apartment, building that has fewer than five storeys",,4850
4802012,Lethbridge,2016,Private Households by Structural Type,"Apartment, building that has fewer than five storeys",,5140
4802012,Lethbridge,2021,Private Households by Structural Type,"Apartment, building that has fewer than five storeys",,5425
4802013,Coalhurst,2001,Private Households by Structural Type,"Apartment, building that has fewer than five storeys",,0
4802013,Coalhurst,2006,Private Households by Structural Type,"Apartment, building that has fewer than five storeys",,0
4802013,Coalhurst,2011,Private Households by Structural Type,"Apartment, building that has fewer than five storeys",,0
4802013,Coalhurst,2016,Private Households by Structural Type,"Apartment, building that has fewer than five storeys",,0
4802013,Coalhurst,2021,Private Households by Structural Type,"Apartment, building that has fewer than five storeys",,0
