CSDUID,CSD,Period,IndicatorSummaryDescription,UnitOfMeasure,OriginalValue
4819058,Spirit River,2012,Dwelling Units,,454
4819058,Spirit River,2013,Dwelling Units,,454
4819058,Spirit River,2014,Dwelling Units,,454
4819058,Spirit River,2015,Dwelling Units,,454
4819058,Spirit River,2016,Dwelling Units,,454
4819058,Spirit River,2017,Dwelling Units,,456
4819058,Spirit River,2018,Dwelling Units,,456
4819058,Spirit River,2019,Dwelling Units,,456
4819058,Spirit River,2020,Dwelling Units,,456
4819058,Spirit River,2021,Dwelling Units,,456
4819058,Spirit River,2022,Dwelling Units,,456
4819058,Spirit River,2023,Dwelling Units,,456
4819059,Saddle Hills County,2023,Dwelling Units,,1182
4819059,Saddle Hills County,1995,Dwelling Units,,904
4819059,Saddle Hills County,1996,Dwelling Units,,936
4819059,Saddle Hills County,1997,Dwelling Units,,970
4819059,Saddle Hills County,1998,Dwelling Units,,996
4819059,Saddle Hills County,1999,Dwelling Units,,970
4819059,Saddle Hills County,2000,Dwelling Units,,980
4819059,Saddle Hills County,2001,Dwelling Units,,1025
4819059,Saddle Hills County,2002,Dwelling Units,,995
4819059,Saddle Hills County,2003,Dwelling Units,,1006
4819059,Saddle Hills County,2004,Dwelling Units,,1006
4819059,Saddle Hills County,2005,Dwelling Units,,1017
4819059,Saddle Hills County,2006,Dwelling Units,,1032
4819059,Saddle Hills County,2007,Dwelling Units,,1032
4819059,Saddle Hills County,2008,Dwelling Units,,1032
4819059,Saddle Hills County,2009,Dwelling Units,,1032
4819059,Saddle Hills County,2010,Dwelling Units,,1032
4819059,Saddle Hills County,2011,Dwelling Units,,1045
4819059,Saddle Hills County,2012,Dwelling Units,,1045
4819059,Saddle Hills County,2013,Dwelling Units,,1045
4819059,Saddle Hills County,2014,Dwelling Units,,1045
4819059,Saddle Hills County,2015,Dwelling Units,,1045
4819059,Saddle Hills County,2016,Dwelling Units,,1092
4819059,Saddle Hills County,2017,Dwelling Units,,1108
4819059,Saddle Hills County,2018,Dwelling Units,,1116
4819059,Saddle Hills County,2019,Dwelling Units,,1116
4819059,Saddle Hills County,2020,Dwelling Units,,1142
4819059,Saddle Hills County,2021,Dwelling Units,,1182
4819059,Saddle Hills County,2022,Dwelling Units,,1182
4819066,Fairview No. 136,1994,Dwelling Units,,588
4819066,Fairview No. 136,1995,Dwelling Units,,588
4819066,Fairview No. 136,1996,Dwelling Units,,588
4819066,Fairview No. 136,1997,Dwelling Units,,694
4819066,Fairview No. 136,1998,Dwelling Units,,705
4819066,Fairview No. 136,1999,Dwelling Units,,718
4819066,Fairview No. 136,2000,Dwelling Units,,721
4819066,Fairview No. 136,2001,Dwelling Units,,650
4819066,Fairview No. 136,2002,Dwelling Units,,662
4819066,Fairview No. 136,2003,Dwelling Units,,698
4819066,Fairview No. 136,2004,Dwelling Units,,725
4819066,Fairview No. 136,2005,Dwelling Units,,725
4819066,Fairview No. 136,2006,Dwelling Units,,764
4819066,Fairview No. 136,2007,Dwelling Units,,721
4819066,Fairview No. 136,2008,Dwelling Units,,731
4819066,Fairview No. 136,2009,Dwelling Units,,734
4819066,Fairview No. 136,2010,Dwelling Units,,739
4819066,Fairview No. 136,2011,Dwelling Units,,743
4819066,Fairview No. 136,2012,Dwelling Units,,766
4819066,Fairview No. 136,2013,Dwelling Units,,773
4819066,Fairview No. 136,2014,Dwelling Units,,772
4819066,Fairview No. 136,2015,Dwelling Units,,766
4819066,Fairview No. 136,2016,Dwelling Units,,763
4819066,Fairview No. 136,2017,Dwelling Units,,767
4819066,Fairview No. 136,2018,Dwelling Units,,821
4819066,Fairview No. 136,2019,Dwelling Units,,821
4819066,Fairview No. 136,2020,Dwelling Units,,819
4819066,Fairview No. 136,2021,Dwelling Units,,820
4819066,Fairview No. 136,2022,Dwelling Units,,820
4819066,Fairview No. 136,2023,Dwelling Units,,707
4819012,Grande Prairie,2023,Dwelling Units,,27239
4819012,Grande Prairie,1994,Dwelling Units,,10902
4819012,Grande Prairie,1995,Dwelling Units,,10902
4819012,Grande Prairie,1996,Dwelling Units,,11271
4819012,Grande Prairie,1997,Dwelling Units,,9572
4819012,Grande Prairie,1998,Dwelling Units,,10583
4819012,Grande Prairie,1999,Dwelling Units,,11032
4819012,Grande Prairie,2000,Dwelling Units,,11458
4819012,Grande Prairie,2001,Dwelling Units,,11175
4819012,Grande Prairie,2002,Dwelling Units,,12169
4819012,Grande Prairie,2003,Dwelling Units,,12813
4819012,Grande Prairie,2004,Dwelling Units,,14420
4819012,Grande Prairie,2005,Dwelling Units,,14820
4819012,Grande Prairie,2006,Dwelling Units,,19347
4819012,Grande Prairie,2007,Dwelling Units,,20367
4819012,Grande Prairie,2008,Dwelling Units,,21657
4819012,Grande Prairie,2009,Dwelling Units,,22215
4819012,Grande Prairie,2010,Dwelling Units,,22503
4819012,Grande Prairie,2011,Dwelling Units,,22999
4819012,Grande Prairie,2012,Dwelling Units,,23603
4819012,Grande Prairie,2013,Dwelling Units,,24340
4819012,Grande Prairie,2014,Dwelling Units,,25110
4819012,Grande Prairie,2015,Dwelling Units,,25688
4819012,Grande Prairie,2016,Dwelling Units,,25992
4819012,Grande Prairie,2017,Dwelling Units,,26535
4819012,Grande Prairie,2018,Dwelling Units,,26297
4819012,Grande Prairie,2019,Dwelling Units,,26539
4819012,Grande Prairie,2020,Dwelling Units,,26753
4819012,Grande Prairie,2021,Dwelling Units,,26870
4819012,Grande Prairie,2022,Dwelling Units,,27046
4819014,Sexsmith,1994,Dwelling Units,,441
4819014,Sexsmith,1995,Dwelling Units,,441
4819014,Sexsmith,1996,Dwelling Units,,401
4819014,Sexsmith,1997,Dwelling Units,,476
4819014,Sexsmith,1998,Dwelling Units,,487
4819014,Sexsmith,1999,Dwelling Units,,517
4819014,Sexsmith,2000,Dwelling Units,,495
4819014,Sexsmith,2001,Dwelling Units,,535
4819014,Sexsmith,2002,Dwelling Units,,549
4819014,Sexsmith,2003,Dwelling Units,,549
4819014,Sexsmith,2004,Dwelling Units,,620
4819014,Sexsmith,2005,Dwelling Units,,705
4819014,Sexsmith,2006,Dwelling Units,,791
4819014,Sexsmith,2007,Dwelling Units,,849
4819014,Sexsmith,2008,Dwelling Units,,862
4819014,Sexsmith,2009,Dwelling Units,,868
4819014,Sexsmith,2010,Dwelling Units,,874
4819014,Sexsmith,2011,Dwelling Units,,882
4819014,Sexsmith,2012,Dwelling Units,,898
4819014,Sexsmith,2013,Dwelling Units,,945
4819014,Sexsmith,2014,Dwelling Units,,960
4819014,Sexsmith,2015,Dwelling Units,,974
4819014,Sexsmith,2016,Dwelling Units,,980
4819014,Sexsmith,2017,Dwelling Units,,980
4819014,Sexsmith,2018,Dwelling Units,,984
4819014,Sexsmith,2019,Dwelling Units,,991
4819014,Sexsmith,2020,Dwelling Units,,992
4819014,Sexsmith,2021,Dwelling Units,,995
4819014,Sexsmith,2022,Dwelling Units,,996
4819014,Sexsmith,2023,Dwelling Units,,999
4819038,Peace River,2023,Dwelling Units,,2902
4819038,Peace River,1994,Dwelling Units,,2511
4819038,Peace River,1995,Dwelling Units,,2511
4819038,Peace River,1996,Dwelling Units,,2422
4819038,Peace River,1997,Dwelling Units,,2340
4819038,Peace River,1998,Dwelling Units,,2343
4819038,Peace River,1999,Dwelling Units,,2394
4819038,Peace River,2000,Dwelling Units,,2569
4819038,Peace River,2001,Dwelling Units,,2569
4819038,Peace River,2002,Dwelling Units,,2569
4819038,Peace River,2003,Dwelling Units,,2578
4819038,Peace River,2004,Dwelling Units,,2596
4819038,Peace River,2005,Dwelling Units,,2646
4819038,Peace River,2006,Dwelling Units,,2749
4819038,Peace River,2007,Dwelling Units,,2795
4819038,Peace River,2008,Dwelling Units,,2823
4819038,Peace River,2009,Dwelling Units,,2845
4819038,Peace River,2010,Dwelling Units,,2875
4819038,Peace River,2011,Dwelling Units,,2962
4819038,Peace River,2012,Dwelling Units,,2927
4819038,Peace River,2013,Dwelling Units,,3048
4819038,Peace River,2014,Dwelling Units,,2873
4819038,Peace River,2015,Dwelling Units,,2887
4819038,Peace River,2016,Dwelling Units,,2892
4819038,Peace River,2017,Dwelling Units,,2892
4819038,Peace River,2018,Dwelling Units,,2898
4819038,Peace River,2019,Dwelling Units,,2898
4819038,Peace River,2020,Dwelling Units,,2902
4819038,Peace River,2021,Dwelling Units,,2902
4819038,Peace River,2022,Dwelling Units,,2902
4811026,Breton,1994,Dwelling Units,,239
4811026,Breton,1995,Dwelling Units,,239
4811026,Breton,1996,Dwelling Units,,218
4811026,Breton,1997,Dwelling Units,,222
4811026,Breton,1998,Dwelling Units,,223
4811026,Breton,1999,Dwelling Units,,233
4811026,Breton,2000,Dwelling Units,,233
4811026,Breton,2001,Dwelling Units,,237
4811026,Breton,2002,Dwelling Units,,241
4811026,Breton,2003,Dwelling Units,,241
4811026,Breton,2004,Dwelling Units,,244
4811026,Breton,2005,Dwelling Units,,248
4811026,Breton,2006,Dwelling Units,,252
4811026,Breton,2007,Dwelling Units,,254
4811026,Breton,2008,Dwelling Units,,254
4811026,Breton,2009,Dwelling Units,,254
4811026,Breton,2010,Dwelling Units,,254
4811026,Breton,2011,Dwelling Units,,271
4811026,Breton,2012,Dwelling Units,,273
4811026,Breton,2013,Dwelling Units,,273
4811026,Breton,2014,Dwelling Units,,279
4811026,Breton,2015,Dwelling Units,,279
4811026,Breton,2016,Dwelling Units,,287
4811026,Breton,2017,Dwelling Units,,288
4811026,Breton,2018,Dwelling Units,,288
4811026,Breton,2019,Dwelling Units,,288
4811026,Breton,2020,Dwelling Units,,287
4811026,Breton,2021,Dwelling Units,,287
4811026,Breton,2022,Dwelling Units,,287
4811031,Drayton Valley,1994,Dwelling Units,,2052
4811031,Drayton Valley,1995,Dwelling Units,,2052
4811031,Drayton Valley,1996,Dwelling Units,,1846
4811031,Drayton Valley,1997,Dwelling Units,,1730
4811031,Drayton Valley,1998,Dwelling Units,,1954
4811031,Drayton Valley,1999,Dwelling Units,,1981
4811031,Drayton Valley,2000,Dwelling Units,,2024
4811031,Drayton Valley,2001,Dwelling Units,,2055
4811031,Drayton Valley,2002,Dwelling Units,,2169
4811031,Drayton Valley,2003,Dwelling Units,,2229
4811031,Drayton Valley,2004,Dwelling Units,,2275
4811031,Drayton Valley,2005,Dwelling Units,,2324
4811031,Drayton Valley,2006,Dwelling Units,,2414
4811031,Drayton Valley,2007,Dwelling Units,,2506
4811031,Drayton Valley,2008,Dwelling Units,,2537
4811031,Drayton Valley,2009,Dwelling Units,,2524
4811031,Drayton Valley,2010,Dwelling Units,,2560
4811031,Drayton Valley,2011,Dwelling Units,,2585
4811031,Drayton Valley,2012,Dwelling Units,,2619
4811031,Drayton Valley,2013,Dwelling Units,,2656
4811031,Drayton Valley,2014,Dwelling Units,,2703
4811031,Drayton Valley,2015,Dwelling Units,,2703
4811031,Drayton Valley,2016,Dwelling Units,,2703
4811031,Drayton Valley,2017,Dwelling Units,,2703
4811031,Drayton Valley,2018,Dwelling Units,,2703
4811031,Drayton Valley,2019,Dwelling Units,,2911
4811031,Drayton Valley,2020,Dwelling Units,,2911
4811031,Drayton Valley,2021,Dwelling Units,,2911
4811031,Drayton Valley,2022,Dwelling Units,,2920
4811031,Drayton Valley,2023,Dwelling Units,,2926
4811032,Brazeau County,2023,Dwelling Units,,3659
4811032,Brazeau County,1994,Dwelling Units,,2078
4811032,Brazeau County,1995,Dwelling Units,,2078
4811032,Brazeau County,1996,Dwelling Units,,2238
4811032,Brazeau County,1997,Dwelling Units,,2238
4811032,Brazeau County,1998,Dwelling Units,,2238
4811032,Brazeau County,1999,Dwelling Units,,2569
4811032,Brazeau County,2000,Dwelling Units,,2653
4811032,Brazeau County,2001,Dwelling Units,,2596
4811032,Brazeau County,2002,Dwelling Units,,2596
4811032,Brazeau County,2003,Dwelling Units,,2596
4811032,Brazeau County,2004,Dwelling Units,,2656
4811032,Brazeau County,2005,Dwelling Units,,2755
4811032,Brazeau County,2006,Dwelling Units,,2889
4811032,Brazeau County,2007,Dwelling Units,,3000
4811032,Brazeau County,2008,Dwelling Units,,3052
4811032,Brazeau County,2009,Dwelling Units,,3205
4811032,Brazeau County,2010,Dwelling Units,,3201
4811032,Brazeau County,2011,Dwelling Units,,3139
4811032,Brazeau County,2012,Dwelling Units,,3247
4811032,Brazeau County,2013,Dwelling Units,,3317
4811032,Brazeau County,2014,Dwelling Units,,3379
4811032,Brazeau County,2015,Dwelling Units,,3440
4811032,Brazeau County,2016,Dwelling Units,,3458
4811032,Brazeau County,2017,Dwelling Units,,3456
4811032,Brazeau County,2018,Dwelling Units,,3475
4811032,Brazeau County,2019,Dwelling Units,,3484
4811032,Brazeau County,2020,Dwelling Units,,3499
4811032,Brazeau County,2021,Dwelling Units,,3522
4811032,Brazeau County,2022,Dwelling Units,,3618
4811034,Parkland County,1994,Dwelling Units,,7152
4811034,Parkland County,1995,Dwelling Units,,7152
4811034,Parkland County,1996,Dwelling Units,,7755
4811034,Parkland County,1997,Dwelling Units,,9170
4811034,Parkland County,1998,Dwelling Units,,8200
4811034,Parkland County,1999,Dwelling Units,,9350
4811034,Parkland County,2000,Dwelling Units,,10031
4811034,Parkland County,2001,Dwelling Units,,10244
4811034,Parkland County,2002,Dwelling Units,,10500
4811034,Parkland County,2003,Dwelling Units,,10750
4811034,Parkland County,2004,Dwelling Units,,10965
4811034,Parkland County,2005,Dwelling Units,,11963
4811034,Parkland County,2006,Dwelling Units,,12153
4811034,Parkland County,2007,Dwelling Units,,11600
4811034,Parkland County,2008,Dwelling Units,,11936
4811034,Parkland County,2009,Dwelling Units,,12125
4811034,Parkland County,2010,Dwelling Units,,12829
4811034,Parkland County,2011,Dwelling Units,,12951
4811034,Parkland County,2012,Dwelling Units,,13124
4811034,Parkland County,2013,Dwelling Units,,13575
4811034,Parkland County,2014,Dwelling Units,,13754
4811034,Parkland County,2015,Dwelling Units,,13921
4811034,Parkland County,2016,Dwelling Units,,13983
4811034,Parkland County,2017,Dwelling Units,,14034
4811034,Parkland County,2018,Dwelling Units,,14150
4811034,Parkland County,2019,Dwelling Units,,14342
4811034,Parkland County,2020,Dwelling Units,,14319
4811034,Parkland County,2021,Dwelling Units,,14319
4811034,Parkland County,2022,Dwelling Units,,14319
4811034,Parkland County,2023,Dwelling Units,,14662
4811038,Seba Beach,2023,Dwelling Units,,341
4811038,Seba Beach,1994,Dwelling Units,,52
4811038,Seba Beach,1995,Dwelling Units,,52
4811038,Seba Beach,1996,Dwelling Units,,52
4811038,Seba Beach,1997,Dwelling Units,,58
4811038,Seba Beach,1998,Dwelling Units,,58
4811038,Seba Beach,1999,Dwelling Units,,58
4811038,Seba Beach,2000,Dwelling Units,,58
4811038,Seba Beach,2001,Dwelling Units,,58
4811038,Seba Beach,2002,Dwelling Units,,49
4811038,Seba Beach,2003,Dwelling Units,,49
4811038,Seba Beach,2004,Dwelling Units,,49
4811038,Seba Beach,2005,Dwelling Units,,49
4811038,Seba Beach,2006,Dwelling Units,,49
4811038,Seba Beach,2007,Dwelling Units,,49
4811038,Seba Beach,2008,Dwelling Units,,49
4811038,Seba Beach,2009,Dwelling Units,,49
4811038,Seba Beach,2010,Dwelling Units,,49
4811038,Seba Beach,2011,Dwelling Units,,49
4811038,Seba Beach,2012,Dwelling Units,,49
4811038,Seba Beach,2013,Dwelling Units,,49
4811038,Seba Beach,2014,Dwelling Units,,49
4811038,Seba Beach,2015,Dwelling Units,,49
4811038,Seba Beach,2016,Dwelling Units,,49
4811038,Seba Beach,2017,Dwelling Units,,49
4811038,Seba Beach,2018,Dwelling Units,,49
4811038,Seba Beach,2019,Dwelling Units,,49
4811038,Seba Beach,2020,Dwelling Units,,341
4811038,Seba Beach,2021,Dwelling Units,,341
4811038,Seba Beach,2022,Dwelling Units,,341
4810034,Mannville,1994,Dwelling Units,,325
4810034,Mannville,1995,Dwelling Units,,325
4810034,Mannville,1996,Dwelling Units,,345
4810034,Mannville,1997,Dwelling Units,,345
4810034,Mannville,1998,Dwelling Units,,346
4810034,Mannville,1999,Dwelling Units,,340
4810034,Mannville,2000,Dwelling Units,,347
4810034,Mannville,2001,Dwelling Units,,348
4810034,Mannville,2002,Dwelling Units,,345
4810034,Mannville,2003,Dwelling Units,,346
4810034,Mannville,2004,Dwelling Units,,351
4810034,Mannville,2005,Dwelling Units,,351
4810034,Mannville,2006,Dwelling Units,,448
4810034,Mannville,2007,Dwelling Units,,467
4810034,Mannville,2008,Dwelling Units,,474
4810034,Mannville,2009,Dwelling Units,,477
4810034,Mannville,2010,Dwelling Units,,479
4810034,Mannville,2011,Dwelling Units,,479
4810034,Mannville,2012,Dwelling Units,,479
4810034,Mannville,2013,Dwelling Units,,479
4810034,Mannville,2014,Dwelling Units,,479
4810034,Mannville,2015,Dwelling Units,,480
4810034,Mannville,2016,Dwelling Units,,482
4810034,Mannville,2017,Dwelling Units,,482
4810034,Mannville,2018,Dwelling Units,,482
4810034,Mannville,2019,Dwelling Units,,482
4810034,Mannville,2020,Dwelling Units,,482
4810034,Mannville,2021,Dwelling Units,,482
4810034,Mannville,2022,Dwelling Units,,482
4810034,Mannville,2023,Dwelling Units,,482
4810039,Lloydminster (Part),2023,Dwelling Units,,14044
4810039,Lloydminster (Part),2013,Dwelling Units,,10295
4810039,Lloydminster (Part),2014,Dwelling Units,,10895
4810039,Lloydminster (Part),2015,Dwelling Units,,11019
4810039,Lloydminster (Part),2016,Dwelling Units,,11077
4810039,Lloydminster (Part),2017,Dwelling Units,,12769
4810039,Lloydminster (Part),2018,Dwelling Units,,13209
4810039,Lloydminster (Part),2019,Dwelling Units,,13225
4810039,Lloydminster (Part),2020,Dwelling Units,,13464
4810039,Lloydminster (Part),2021,Dwelling Units,,13715
4810039,Lloydminster (Part),2022,Dwelling Units,,14015
4810041,Kitscoty,1994,Dwelling Units,,230
4810041,Kitscoty,1995,Dwelling Units,,233
4810041,Kitscoty,1996,Dwelling Units,,233
4810041,Kitscoty,1997,Dwelling Units,,233
4810041,Kitscoty,1998,Dwelling Units,,233
4810041,Kitscoty,1999,Dwelling Units,,235
4810041,Kitscoty,2000,Dwelling Units,,244
4810041,Kitscoty,2001,Dwelling Units,,245
4810041,Kitscoty,2002,Dwelling Units,,247
4810041,Kitscoty,2003,Dwelling Units,,249
4810041,Kitscoty,2004,Dwelling Units,,258
4810041,Kitscoty,2005,Dwelling Units,,274
4810041,Kitscoty,2006,Dwelling Units,,274
4810041,Kitscoty,2007,Dwelling Units,,282
4810041,Kitscoty,2008,Dwelling Units,,307
4810041,Kitscoty,2009,Dwelling Units,,312
4810041,Kitscoty,2010,Dwelling Units,,321
4810041,Kitscoty,2011,Dwelling Units,,326
4810041,Kitscoty,2012,Dwelling Units,,349
4810041,Kitscoty,2013,Dwelling Units,,350
4810041,Kitscoty,2014,Dwelling Units,,354
4810041,Kitscoty,2015,Dwelling Units,,352
4810041,Kitscoty,2016,Dwelling Units,,353
4810041,Kitscoty,2017,Dwelling Units,,356
4810041,Kitscoty,2018,Dwelling Units,,356
4810041,Kitscoty,2019,Dwelling Units,,356
4810041,Kitscoty,2020,Dwelling Units,,356
4810041,Kitscoty,2021,Dwelling Units,,356
4810041,Kitscoty,2022,Dwelling Units,,356
4810041,Kitscoty,2023,Dwelling Units,,356
4811044,Kapasiwin,2023,Dwelling Units,,47
4811044,Kapasiwin,1994,Dwelling Units,,6
4811044,Kapasiwin,1995,Dwelling Units,,6
4811044,Kapasiwin,1996,Dwelling Units,,6
4811044,Kapasiwin,1997,Dwelling Units,,6
4811044,Kapasiwin,1998,Dwelling Units,,6
4811044,Kapasiwin,1999,Dwelling Units,,6
4811044,Kapasiwin,2000,Dwelling Units,,9
4811044,Kapasiwin,2001,Dwelling Units,,9
