CSD,Period,Key,0-4 (Count of People),05-09 (Count of People),10-14 (Count of People),15-19 (Count of People),20-24 (Count of People),25-29 (Count of People),30-34 (Count of People),35-39 (Count of People),40-44 (Count of People),45-49 (Count of People),50-54 (Count of People),55-59 (Count of People),Life Expectancy (Years),Oil Wells (Count),Natural Gas Production (m^3),CH4 Equivalent (t),CO2 Equivalent (t),N2O Equivalent (t),Oats (Count),Canola (Count),Barley (Count),Durum Wheat (Count),Non-Durum Wheat (Count),Other Crops (Count),Cattle and Calves (Count),Pigs (Count),Dwelling Units (Count),"Apartment, less than 5 stories (Count)","Apartment, 5 or more stories (Count)","Apartment, duplex (Count)",Movable dwelling (Count),Other attached dwelling (Count),Row house (Count),Semi-detached house (Count),Single-detached house (Count),Residence/Housing Starts (Count),Vehicle Registration (Count),Fire Size (Hectares),Fires (Count),Adjusted_AQHI
Rockyford,2003,Rockyford2003,29,5,31,21,14,30,33,29,32,26,16,9,,,,,,,,,,,,,,,191.0,,,,,,,,,,,,,
Rockyford,2004,Rockyford2004,27,4,28,27,12,29,30,27,31,26,18,12,,,,0.0,0.0,0.0,,,,,,,,,191.0,,,,,,,,,,,,,
Rockyford,2005,Rockyford2005,25,6,27,28,16,22,29,26,28,28,18,15,,,,0.0,0.0,0.0,,,,,,,,,191.0,,,,,,,,,,874.0,,,
Rockyford,2006,Rockyford2006,24,5,29,20,17,17,27,33,28,30,17,13,,,,0.0,0.0,0.0,,,,,,,,,191.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,,932.0,,,
Rockyford,2007,Rockyford2007,24,4,28,20,16,17,26,34,26,32,19,14,,,,0.0,0.0,0.0,,,,,,,,,191.0,,,,,,,,,,943.0,,,
Rockyford,2008,Rockyford2008,26,3,26,19,20,18,22,36,24,34,18,14,,,,0.0,0.0,0.0,,,,,,,,,191.0,,,,,,,,,,994.0,,,
Rockyford,2009,Rockyford2009,23,6,25,24,22,20,22,33,25,35,19,11,,,,0.0,0.0,0.0,,,,,,,,,191.0,,,,,,,,,,1000.0,,,
Rockyford,2010,Rockyford2010,26,3,24,24,21,20,22,31,28,33,24,12,,,,0.0,0.0,0.0,,,,,,,,,191.0,,,,,,,,,,1000.0,,,
Rockyford,2011,Rockyford2011,22,7,24,25,12,17,23,18,33,27,28,13,79.32,,,0.0,0.0,0.0,,,,,,,,,191.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,135.0,,998.0,,,
Rockyford,2012,Rockyford2012,21,7,22,23,14,17,25,17,31,28,27,15,79.37333333333333,,,0.0,0.0,0.0,,,,,,,,,191.0,,,,,,,,,,1011.0,,,
Rockyford,2013,Rockyford2013,18,6,18,22,14,15,25,17,26,26,29,14,79.48,,,0.0,0.0,0.0,,,,,,,,,191.0,,,,,,,,,,1035.0,,,
Rockyford,2014,Rockyford2014,18,5,18,22,17,15,23,19,24,22,31,15,79.64333333333333,,,0.0,0.0,0.0,,,,,,,,,191.0,,,,,,,,,,1075.0,,,
Rockyford,2015,Rockyford2015,17,8,16,18,18,18,20,21,25,24,26,16,79.62,,,0.0,0.0,0.0,,,,,,,,,191.0,,,,,,,,,,1091.0,,,
Rockyford,2016,Rockyford2016,17,2,13,18,19,16,21,22,23,30,24,18,79.59666666666666,,,0.0,0.0,0.0,,,,,,,,,191.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,,1046.0,,,
Rockyford,2017,Rockyford2017,20,3,19,13,12,15,19,19,18,21,27,21,79.77999999999999,,,0.0,0.0,0.0,,,,,,,,,191.0,,,,,,,,,,1048.0,,,
Rockyford,2018,Rockyford2018,24,4,17,11,14,12,17,21,19,24,26,20,79.78666666666668,,,0.0,0.0,0.0,,,,,,,,,191.0,,,,,,,,,,1047.0,,,
Rockyford,2019,Rockyford2019,25,2,15,11,13,16,12,17,21,25,24,18,79.52,,,0.0,0.0,0.0,,,,,,,,,191.0,,,,,,,,,,1036.0,,,
Rockyford,2020,Rockyford2020,23,7,22,9,11,8,15,14,23,24,19,16,79.27333333333333,,,0.0,0.0,0.0,,,,,,,,,191.0,,,,,,,,,,1031.0,,,
Rockyford,2021,Rockyford2021,30,3,24,18,16,25,28,22,24,26,22,27,79.03,,,0.0,0.0,0.0,,,,,,,,,191.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,125.0,,,,,
Rockyford,2022,Rockyford2022,28,7,23,20,18,18,26,24,23,25,26,23,78.70333333333333,,,,,,,,,,,,,,191.0,,,,,,,,,,,,,
Rockyford,2023,Rockyford2023,22,7,26,21,19,12,31,23,29,23,30,15,,,,,,,,,,,,,,,191.0,,,,,,,,,,,,,
Drumheller,2001,Drumheller2001,401,96,529,540,557,562,530,669,670,601,484,342,,,,,,,,,,,,,,,3224.0,305.0,40.0,5.0,90.0,5.0,50.0,120.0,2425.0,,,,,
Drumheller,2002,Drumheller2002,378,86,522,557,576,559,523,636,676,635,486,353,,,,,,,,,,,,,,,3248.0,,,,,,,,,,,,,
Drumheller,2003,Drumheller2003,373,76,510,560,608,552,518,612,690,645,492,351,,10.0,104493.2,,,,,,,,,,,,3202.0,,,,,,,,,,,,,
Drumheller,2004,Drumheller2004,369,79,482,578,617,560,505,580,687,653,515,361,,35.0,105486.4,0.0,0.0,0.0,,,,,,,,,3073.0,,,,,,,,,,,,,
Drumheller,2005,Drumheller2005,389,68,465,580,637,581,512,555,693,650,541,397,,21.0,130930.0,0.0,0.0,0.0,,,,,,,,,3073.0,,,,,,,,,,7927.0,,,
Drumheller,2006,Drumheller2006,420,80,451,574,692,599,537,557,640,677,568,401,,17.0,128564.0,0.0,0.0,0.0,,,,,,,,,3099.0,335.0,0.0,0.0,85.0,0.0,25.0,175.0,2450.0,,8276.0,,,
Drumheller,2007,Drumheller2007,439,81,435,558,718,635,548,573,595,705,592,409,,11.0,124354.0,0.0,0.0,0.0,,,,,,,,,3172.0,,,,,,,,,,8623.0,,,
Drumheller,2008,Drumheller2008,446,86,403,538,710,655,574,578,542,729,604,412,,11.0,107045.4,0.0,0.0,0.0,,,,,,,,,3197.0,,,,,,,,,,8792.0,,,
Drumheller,2009,Drumheller2009,460,84,386,508,717,658,589,567,506,735,640,408,,2.0,105952.6,0.0,0.0,0.0,,,,,,,,,3197.0,,,,,,,,,,8843.0,,,
Drumheller,2010,Drumheller2010,428,99,378,507,680,651,598,574,488,708,652,436,,6.0,91795.7,0.0,0.0,0.0,,,,,,,,,3124.0,,,,,,,,,,8843.0,,,
Drumheller,2011,Drumheller2011,419,77,387,509,621,651,605,568,515,623,681,462,78.29,,84747.1,0.0,0.0,0.0,,,,,,,,,3124.0,350.0,0.0,45.0,150.0,5.0,30.0,145.0,2450.0,,9026.0,,,
Drumheller,2012,Drumheller2012,423,77,388,478,620,669,615,583,526,590,723,493,78.27333333333333,2.0,70629.2,0.0,0.0,0.0,,,,,,,,,3124.0,,,,,,,,,,9163.0,,,
Drumheller,2013,Drumheller2013,426,74,389,445,596,668,610,560,536,539,717,497,78.3,1.0,63666.5,0.0,0.0,0.0,,,,,,,,,3197.0,,,,,,,,,,9342.0,,,
Drumheller,2014,Drumheller2014,420,82,392,423,575,666,617,570,544,513,724,511,78.48,0.0,58207.0,0.0,0.0,0.0,,,,,,,,,3198.0,,,,,,,,,,9406.0,,,
Drumheller,2015,Drumheller2015,427,62,422,404,547,648,632,566,551,498,693,523,78.29666666666667,,52249.0,0.0,0.0,0.0,,,,,,,,,3199.0,,,,,,,,,,9242.0,,,
Drumheller,2016,Drumheller2016,407,81,406,421,494,608,630,558,507,534,596,535,77.95333333333333,,52705.7,0.0,0.75,131.12,,,,,,,,,3391.0,335.0,5.0,10.0,160.0,0.0,70.0,145.0,2440.0,,9043.0,,,
Drumheller,2017,Drumheller2017,359,85,422,409,518,572,654,570,514,545,580,553,78.33333333333333,0.0,53841.5,14985.5,147.11,5.96,,,,,,,,,3397.0,,,,,,,,,,8881.0,,,
Drumheller,2018,Drumheller2018,352,66,444,407,495,534,675,559,526,556,553,514,78.50666666666666,3.0,45710.9,16050.18975,179.6018,7.03429,,,,,,,,,3498.0,,,,,,,,,,9035.0,,,
Drumheller,2019,Drumheller2019,344,73,430,418,451,559,676,584,510,532,524,492,78.44333333333333,2.0,48076.6,20953.75,149.81,5.96,,,,,,,,,3500.0,,,,,,,,,,8802.0,,,
Drumheller,2020,Drumheller2020,363,69,380,441,383,604,658,606,509,539,487,464,78.67666666666666,1.0,50547.4,23342.7675,177.9711,7.5692,,,,,,,,,3487.0,,,,,,,,,,8954.0,,,
Drumheller,2021,Drumheller2021,323,77,414,425,434,531,596,586,538,511,480,478,78.73666666666666,2.0,54286.5,23447.3875,174.97,0.8046,,,,,,,,,3487.0,375.0,0.0,10.0,165.0,595.0,50.0,155.0,2440.0,,,,,
Drumheller,2022,Drumheller2022,329,70,432,449,417,474,627,623,554,514,481,459,78.41666666666667,5.0,52454.7,,,,,,,,,,,,3487.0,,,,,,,,,,,,,
Drumheller,2023,Drumheller2023,350,65,438,432,436,474,669,635,597,518,506,397,,4.0,74020.9,,,,,,,,,,,,3487.0,,,,,,,,,,,,,
Starland County,2001,Starland County2001,178,34,199,199,121,111,160,157,183,163,156,109,,,,,,,,,,,,,0.0,0.0,620.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,580.0,,,,,
Starland County,2002,Starland County2002,176,33,200,207,124,100,165,153,189,170,156,115,,,,,,,,,,,,,,,660.0,,,,,,,,,,,,,
Starland County,2003,Starland County2003,170,36,206,205,133,94,162,151,191,169,154,123,,113.0,937284.5,,,,,,,,,,,,660.0,,,,,,,,,,,,,
Starland County,2004,Starland County2004,165,32,198,208,145,95,155,142,194,174,156,122,,286.0,1080877.2,0.0,0.0,0.0,,,,,,,,,660.0,,,,,,,,,,,,,
Starland County,2005,Starland County2005,153,31,204,209,152,110,131,154,180,197,149,129,,495.0,1227728.0,0.0,0.0,0.0,,,,,,,,,660.0,,,,,,,,,,849.0,,,
Starland County,2006,Starland County2006,165,33,222,212,162,111,118,161,171,217,159,122,,278.0,1436376.0,0.0,0.0,0.0,8563.0,69750.0,74158.0,1360.0,183625.0,64335.0,34341.0,31367.0,692.0,0.0,0.0,0.0,55.0,0.0,40.0,0.0,590.0,,860.0,,,
Starland County,2007,Starland County2007,163,28,212,207,161,115,112,168,154,213,161,124,,103.0,1421712.0,0.0,0.0,0.0,,,,,,,,,692.0,,,,,,,,,,885.0,,,
Starland County,2008,Starland County2008,166,31,207,194,155,109,108,164,149,198,157,127,,137.0,1289980.0,0.0,0.0,0.0,,,,,,,,,692.0,,,,,,,,,,929.0,,,
Starland County,2009,Starland County2009,160,31,210,180,145,106,106,159,148,186,159,121,,37.0,1188094.0,0.0,0.0,0.0,,,,,,,,,748.0,,,,,,,,,,874.0,,,
Starland County,2010,Starland County2010,165,20,200,166,137,96,121,133,153,166,158,123,,38.0,1063121.9,0.0,0.0,0.0,,,,,,,,,748.0,,,,,,,,,,874.0,,,
Starland County,2011,Starland County2011,126,39,190,176,116,99,116,123,159,143,162,113,78.29,62.0,949918.8,0.0,0.0,0.0,3906.0,105159.0,58694.0,0.0,147156.0,65355.0,35178.0,29348.0,664.0,5.0,0.0,0.0,45.0,0.0,0.0,0.0,540.0,,921.0,,,
Starland County,2012,Starland County2012,119,36,177,164,120,96,118,117,154,129,153,111,78.27333333333333,20.0,860260.1,0.0,0.0,0.0,,,,,,,,,746.0,,,,,,,,,,925.0,,,
Starland County,2013,Starland County2013,126,37,182,177,130,97,118,115,166,132,167,111,78.3,44.0,805825.5,0.0,0.0,0.0,,,,,,,,,746.0,,,,,,,,,,921.0,,,
Starland County,2014,Starland County2014,124,37,165,170,127,96,119,110,151,132,151,109,78.48,26.0,759487.3,0.0,0.0,0.0,,,,,,,,,746.0,,,,,,,,,,927.0,,,
Starland County,2015,Starland County2015,125,40,151,176,118,110,108,126,134,146,135,118,78.29666666666667,9.0,714994.6,0.0,0.0,0.0,,,,,,,,,746.0,,,,,,,,,,929.0,,,
Starland County,2016,Starland County2016,145,29,149,172,116,110,108,131,128,146,125,119,77.95333333333333,,662882.6,0.0,0.0,0.0,3604.0,116519.0,78553.0,1380.0,132256.0,86197.0,54027.0,58575.0,746.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,555.0,,905.0,,,
Starland County,2017,Starland County2017,141,23,142,156,125,94,98,138,109,141,123,119,78.33333333333333,11.0,642743.0,8608.4,13471.181,108.472,,,,,,,,,693.0,,,,,,,,,,894.0,,,
Starland County,2018,Starland County2018,127,21,135,148,127,108,95,127,114,140,116,111,78.50666666666666,17.0,562042.6,265.5,20767.21,107.28,,,,,,,,,693.0,,,,,,,,,,885.0,,,
Starland County,2019,Starland County2019,117,29,139,150,127,103,91,125,117,144,121,101,78.44333333333333,1.0,353518.2,3304.30233,29923.20395,142.00475,,,,,,,,,693.0,,,,,,,,,,889.0,,,
Starland County,2020,Starland County2020,111,24,146,123,140,92,105,114,126,124,138,92,78.67666666666666,1.0,341682.9,1804.2589,18404.41554,127.01654,,,,,,,,,693.0,,,,,,,,,,866.0,,,
Starland County,2021,Starland County2021,109,36,115,122,96,99,107,104,113,119,123,100,78.73666666666666,3.0,426781.8,6107.934,43317.23258,1312.83602,3832.0,111193.0,77908.0,0.0,142320.0,89193.0,33028.0,35116.0,679.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,560.0,,,,,
Starland County,2022,Starland County2022,91,26,116,124,98,83,106,108,110,109,125,101,78.41666666666667,2.0,426395.5,,,,,,,,,,,,679.0,,,,,,,,,,,,,
Starland County,2023,Starland County2023,99,17,128,116,90,83,111,107,105,110,124,100,,6.0,373968.7,,,,,,,,,,,,679.0,,,,,,,,,,,,,
Delia,2001,Delia2001,9,3,14,15,7,7,12,9,23,17,17,7,,,,,,,,,,,,,,,109.0,0.0,0.0,0.0,15.0,0.0,5.0,0.0,70.0,,,,,
Delia,2002,Delia2002,9,3,11,15,7,9,12,9,21,15,18,7,,,,,,,,,,,,,,,109.0,,,,,,,,,,,,,
Delia,2003,Delia2003,10,2,11,15,5,9,15,6,21,13,19,12,,,,,,,,,,,,,,,109.0,,,,,,,,,,,,,
Delia,2004,Delia2004,14,2,10,12,9,6,15,10,19,14,16,14,,,,0.0,0.0,0.0,,,,,,,,,109.0,,,,,,,,,,,,,
Delia,2005,Delia2005,14,3,12,9,5,6,18,11,15,13,15,14,,,,0.0,0.0,0.0,,,,,,,,,111.0,,,,,,,,,,745.0,,,
Delia,2006,Delia2006,15,3,16,4,7,3,18,13,13,16,10,14,,,,0.0,0.0,0.0,,,,,,,,,111.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,,787.0,,,
Delia,2007,Delia2007,15,3,15,4,10,3,19,11,13,16,9,15,,,,0.0,0.0,0.0,,,,,,,,,112.0,,,,,,,,,,793.0,,,
Delia,2008,Delia2008,15,3,14,3,9,9,16,10,9,16,10,15,,,,0.0,0.0,0.0,,,,,,,,,135.0,,,,,,,,,,798.0,,,
Delia,2009,Delia2009,12,4,14,3,7,13,14,10,11,14,10,16,,,,0.0,0.0,0.0,,,,,,,,,135.0,,,,,,,,,,790.0,,,
Delia,2010,Delia2010,10,3,10,4,6,15,14,9,8,13,13,14,,,,0.0,0.0,0.0,,,,,,,,,135.0,,,,,,,,,,790.0,,,
Delia,2011,Delia2011,8,0,10,6,5,20,11,11,5,13,16,11,78.29,,,0.0,0.0,0.0,,,,,,,,,135.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,,779.0,,,
Delia,2012,Delia2012,10,0,10,6,5,18,12,11,5,13,15,10,78.27333333333333,,,0.0,0.0,0.0,,,,,,,,,135.0,,,,,,,,,,777.0,,,
Delia,2013,Delia2013,9,0,13,7,5,17,18,13,4,12,15,8,78.3,,,0.0,0.0,0.0,,,,,,,,,135.0,,,,,,,,,,808.0,,,
Delia,2014,Delia2014,11,1,13,7,7,16,19,11,5,9,14,9,78.48,,,0.0,0.0,0.0,,,,,,,,,136.0,,,,,,,,,,820.0,,,
Delia,2015,Delia2015,13,1,15,8,6,12,19,11,6,12,10,11,78.29666666666667,,,0.0,0.0,0.0,,,,,,,,,136.0,,,,,,,,,,837.0,,,
Delia,2016,Delia2016,13,4,12,10,8,10,20,12,10,7,10,14,77.95333333333333,,,0.0,0.0,0.0,,,,,,,,,119.0,5.0,0.0,0.0,25.0,0.0,0.0,0.0,70.0,,826.0,,,
Delia,2017,Delia2017,13,1,9,11,3,11,16,9,6,5,9,6,78.33333333333333,,,0.0,0.0,0.0,,,,,,,,,119.0,,,,,,,,,,825.0,,,
Delia,2018,Delia2018,10,2,7,13,4,6,10,15,8,6,10,5,78.50666666666666,,,0.0,0.0,0.0,,,,,,,,,113.0,,,,,,,,,,843.0,,,
Delia,2019,Delia2019,15,4,7,12,3,8,10,16,9,5,10,5,78.44333333333333,,,0.0,0.0,0.0,,,,,,,,,113.0,,,,,,,,,,873.0,,,
Delia,2020,Delia2020,16,2,9,13,3,10,12,10,11,7,8,3,78.67666666666666,,,0.0,0.0,0.0,,,,,,,,,113.0,,,,,,,,,,844.0,,,
Delia,2021,Delia2021,9,1,11,7,4,5,12,9,9,8,6,5,78.73666666666666,,,0.0,0.0,0.0,,,,,,,,,113.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,50.0,,,,,
Delia,2022,Delia2022,9,1,9,9,6,6,11,11,9,5,6,5,78.41666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,
Delia,2023,Delia2023,11,1,8,9,6,6,11,10,8,5,8,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Munson,2001,Munson2001,12,2,30,18,10,15,20,25,32,17,11,3,,,,,,,,,,,,,,,74.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,50.0,,,,,
Munson,2002,Munson2002,12,2,30,18,13,14,19,23,33,19,12,3,,,,,,,,,,,,,,,75.0,,,,,,,,,,,,,
Munson,2003,Munson2003,13,2,27,15,13,12,18,19,34,22,12,6,,,,,,,,,,,,,,,75.0,,,,,,,,,,,,,
Munson,2004,Munson2004,14,3,23,19,15,11,14,19,27,26,14,6,,,,0.0,0.0,0.0,,,,,,,,,77.0,,,,,,,,,,,,,
Munson,2005,Munson2005,12,1,18,22,12,14,11,14,31,24,12,8,,,,0.0,0.0,0.0,,,,,,,,,80.0,,,,,,,,,,295.0,,,
Munson,2006,Munson2006,15,2,13,26,10,16,13,14,25,25,18,9,,,,0.0,0.0,0.0,,,,,,,,,83.0,10.0,0.0,0.0,20.0,0.0,0.0,0.0,55.0,,301.0,,,
Munson,2007,Munson2007,13,2,12,27,10,18,13,11,22,27,19,9,,,,0.0,0.0,0.0,,,,,,,,,85.0,,,,,,,,,,302.0,,,
Munson,2008,Munson2008,15,1,10,22,11,18,13,11,23,21,24,9,,,,0.0,0.0,0.0,,,,,,,,,87.0,,,,,,,,,,326.0,,,
Munson,2009,Munson2009,12,1,12,20,15,19,9,10,24,21,23,8,,,,0.0,0.0,0.0,,,,,,,,,89.0,,,,,,,,,,343.0,,,
Munson,2010,Munson2010,14,2,12,17,11,22,10,9,19,23,17,10,,,,0.0,0.0,0.0,,,,,,,,,89.0,,,,,,,,,,343.0,,,
Munson,2011,Munson2011,10,2,20,14,10,22,12,13,17,20,12,20,78.29,,,0.0,0.0,0.0,,,,,,,,,89.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,60.0,,353.0,,,
Munson,2012,Munson2012,10,3,20,15,9,23,12,12,17,20,9,20,78.27333333333333,,,0.0,0.0,0.0,,,,,,,,,89.0,,,,,,,,,,364.0,,,
Munson,2013,Munson2013,9,1,20,14,9,21,12,10,15,21,9,20,78.3,,,0.0,0.0,0.0,,,,,,,,,89.0,,,,,,,,,,361.0,,,
Munson,2014,Munson2014,9,1,20,13,8,25,10,10,11,20,11,21,78.48,,,0.0,0.0,0.0,,,,,,,,,89.0,,,,,,,,,,374.0,,,
Munson,2015,Munson2015,9,3,22,11,9,17,18,8,11,15,15,15,78.29666666666667,,,0.0,0.0,0.0,,,,,,,,,89.0,,,,,,,,,,365.0,,,
Munson,2016,Munson2016,13,2,12,13,12,21,17,8,10,15,18,12,77.95333333333333,,,0.0,0.0,0.0,,,,,,,,,89.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,80.0,,365.0,,,
Munson,2017,Munson2017,16,1,10,11,5,23,16,7,9,15,13,8,78.33333333333333,,,0.0,0.0,0.0,,,,,,,,,89.0,,,,,,,,,,368.0,,,
Munson,2018,Munson2018,14,1,9,13,1,23,15,6,6,13,18,12,78.50666666666666,,,0.0,0.0,0.0,,,,,,,,,89.0,,,,,,,,,,360.0,,,
Munson,2019,Munson2019,13,4,8,11,4,16,20,3,8,11,17,13,78.44333333333333,,,0.0,0.0,0.0,,,,,,,,,89.0,,,,,,,,,,342.0,,,
Munson,2020,Munson2020,8,3,8,9,5,9,16,7,7,10,13,11,78.67666666666666,,,0.0,0.0,0.0,,,,,,,,,89.0,,,,,,,,,,368.0,,,
Munson,2021,Munson2021,12,2,7,7,10,9,13,13,3,9,21,13,78.73666666666666,,,0.0,0.0,0.0,,,,,,,,,89.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,60.0,,,,,
Munson,2022,Munson2022,12,3,9,11,7,13,12,14,4,6,22,10,78.41666666666667,,,,,,,,,,,,,,89.0,,,,,,,,,,,,,
Munson,2023,Munson2023,13,0,10,13,9,11,14,13,5,4,19,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morrin,2001,Morrin2001,14,3,22,17,11,20,16,18,25,17,16,13,,,,,,,,,,,,,,,112.0,5.0,0.0,0.0,15.0,0.0,0.0,0.0,85.0,,,,,
Morrin,2002,Morrin2002,14,3,24,16,11,20,16,14,25,21,13,16,,,,,,,,,,,,,,,114.0,,,,,,,,,,,,,
Morrin,2003,Morrin2003,14,3,26,13,8,22,19,12,29,18,12,18,,,,,,,,,,,,,,,115.0,,,,,,,,,,,,,
Morrin,2004,Morrin2004,12,3,23,15,9,21,14,14,30,20,16,19,,,,0.0,0.0,0.0,,,,,,,,,115.0,,,,,,,,,,,,,
Morrin,2005,Morrin2005,13,3,27,13,11,22,18,14,26,23,12,17,,,,0.0,0.0,0.0,,,,,,,,,116.0,,,,,,,,,,675.0,,,
Morrin,2006,Morrin2006,14,2,27,18,10,9,21,17,25,27,16,14,,,,0.0,0.0,0.0,,,,,,,,,123.0,0.0,0.0,0.0,15.0,0.0,15.0,0.0,75.0,,697.0,,,
Morrin,2007,Morrin2007,14,2,26,19,9,10,21,17,19,27,18,13,,,,0.0,0.0,0.0,,,,,,,,,127.0,,,,,,,,,,721.0,,,
Morrin,2008,Morrin2008,16,1,19,18,11,11,17,20,18,30,20,13,,,,0.0,0.0,0.0,,,,,,,,,127.0,,,,,,,,,,732.0,,,
Morrin,2009,Morrin2009,16,1,19,17,10,15,15,18,15,28,17,13,,,,0.0,0.0,0.0,,,,,,,,,130.0,,,,,,,,,,696.0,,,
Morrin,2010,Morrin2010,14,3,14,18,12,16,13,15,12,23,23,13,,,,0.0,0.0,0.0,,,,,,,,,132.0,,,,,,,,,,696.0,,,
Morrin,2011,Morrin2011,20,2,9,14,13,16,13,13,17,16,20,25,78.29,,,0.0,0.0,0.0,,,,,,,,,133.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,100.0,,721.0,,,
Morrin,2012,Morrin2012,21,2,9,14,14,16,12,13,17,13,18,25,78.27333333333333,,,0.0,0.0,0.0,,,,,,,,,133.0,,,,,,,,,,704.0,,,
Morrin,2013,Morrin2013,22,3,8,12,14,16,14,12,18,12,20,24,78.3,,,0.0,0.0,0.0,,,,,,,,,137.0,,,,,,,,,,714.0,,,
Morrin,2014,Morrin2014,16,5,7,13,15,14,16,14,17,11,19,20,78.48,,,0.0,0.0,0.0,,,,,,,,,137.0,,,,,,,,,,721.0,,,
Morrin,2015,Morrin2015,17,1,8,13,17,8,20,11,16,13,17,21,78.29666666666667,,,0.0,0.0,0.0,,,,,,,,,137.0,,,,,,,,,,723.0,,,
Morrin,2016,Morrin2016,11,6,13,12,15,9,18,10,21,15,17,14,77.95333333333333,,,0.0,0.0,0.0,,,,,,,,,137.0,5.0,0.0,5.0,20.0,0.0,0.0,0.0,85.0,,705.0,,,
Morrin,2017,Morrin2017,7,0,10,4,10,11,15,4,18,13,13,13,78.33333333333333,,,0.0,0.0,0.0,,,,,,,,,137.0,,,,,,,,,,717.0,,,
Morrin,2018,Morrin2018,7,1,9,4,9,9,14,4,17,12,10,12,78.50666666666666,,,0.0,0.0,0.0,,,,,,,,,137.0,,,,,,,,,,708.0,,,
Morrin,2019,Morrin2019,10,0,13,6,6,8,12,7,11,11,13,15,78.44333333333333,,,0.0,0.0,0.0,,,,,,,,,137.0,,,,,,,,,,690.0,,,
Morrin,2020,Morrin2020,7,4,10,9,6,10,10,8,8,11,14,12,78.67666666666666,,,0.0,0.0,0.0,,,,,,,,,137.0,,,,,,,,,,695.0,,,
Morrin,2021,Morrin2021,4,2,7,8,7,17,5,8,7,11,20,14,78.73666666666666,,,0.0,0.0,0.0,,,,,,,,,137.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,70.0,,,,,
Morrin,2022,Morrin2022,6,1,7,13,6,16,5,9,7,9,17,5,78.41666666666667,,,,,,,,,,,,,,137.0,,,,,,,,,,,,,
Morrin,2023,Morrin2023,10,0,6,15,5,21,4,10,7,7,11,14,,,,,,,,,,,,,,,137.0,,,,,,,,,,,,,
Kneehill County,2001,Kneehill County2001,346,90,526,476,249,265,341,414,502,435,318,222,,,,,,,,,,,,,0.0,0.0,1892.0,25.0,0.0,0.0,215.0,10.0,0.0,0.0,1460.0,,,,,
Kneehill County,2002,Kneehill County2002,329,81,524,485,252,251,333,388,510,461,319,228,,,,,,,,,,,,,,,1917.0,,,,,,,,,,,,,
Kneehill County,2003,Kneehill County2003,324,74,527,473,264,243,319,372,510,466,338,225,,235.0,2733819.1,,,,,,,,,,,,1891.0,,,,,,,,,,,,,
Kneehill County,2004,Kneehill County2004,317,79,522,468,260,238,301,355,489,481,360,223,,481.0,2640148.1,0.0,0.0,0.0,,,,,,,,,1891.0,,,,,,,,,,,,,
Kneehill County,2005,Kneehill County2005,322,70,531,461,253,246,295,345,455,509,364,246,,1022.0,2804363.0,0.0,0.0,0.0,,,,,,,,,1891.0,,,,,,,,,,1270.0,,,
Kneehill County,2006,Kneehill County2006,341,70,502,495,275,237,298,340,443,492,418,240,,735.0,3244827.0,0.0,0.0,0.0,9627.0,133570.0,145640.0,4926.0,241344.0,77079.0,126025.0,96720.0,1970.0,10.0,0.0,10.0,220.0,15.0,0.0,0.0,1475.0,,1339.0,,,
Kneehill County,2007,Kneehill County2007,341,68,468,482,273,227,281,327,403,493,446,240,,537.0,4042910.0,0.0,0.0,0.0,,,,,,,,,1970.0,,,,,,,,,,1368.0,,,
Kneehill County,2008,Kneehill County2008,344,71,442,489,277,238,280,323,387,508,463,265,,593.0,4036484.1,0.0,0.0,0.0,,,,,,,,,2024.0,,,,,,,,,,1398.0,,,
Kneehill County,2009,Kneehill County2009,355,66,403,479,267,236,271,307,377,492,474,282,,281.0,4175446.9,424.475,58547.90213,182.972,,,,,,,,,2057.0,,,,,,,,,,1426.0,,,
Kneehill County,2010,Kneehill County2010,351,72,381,472,269,227,255,297,372,456,490,311,,392.0,3896734.3,0.0,0.0,0.0,,,,,,,,,2057.0,,,,,,,,,,1426.0,,,
Kneehill County,2011,Kneehill County2011,324,69,350,425,254,231,254,288,332,418,463,337,80.13333333333333,127.0,3740434.3,0.0,0.0,0.0,7049.0,195722.0,131926.0,0.0,212140.0,69800.0,81577.0,46591.0,2077.0,5.0,0.0,0.0,185.0,5.0,15.0,5.0,1465.0,,1481.0,,,
