CSDUID,CSD,Period,IndicatorSummaryDescription,Crop Type,UnitOfMeasure,OriginalValue
4811001,Wetaskiwin County No. 10,2021,Cropland (Acres),Oats,Acres,12763.00000
4817076,Northern Lights County,2006,Cropland (Acres),Oats,Acres,19083.00000
4817076,Northern Lights County,2011,Cropland (Acres),Oats,Acres,13607.00000
4817076,Northern Lights County,2016,Cropland (Acres),Oats,Acres,14006.00000
4817076,Northern Lights County,2021,Cropland (Acres),Oats,Acres,15177.00000
4813036,Thorhild County,2006,Cropland (Acres),Oats,Acres,15569.00000
4813036,Thorhild County,2011,Cropland (Acres),Oats,Acres,11280.00000
4813036,Thorhild County,2016,Cropland (Acres),Oats,Acres,10361.00000
4813036,Thorhild County,2021,Cropland (Acres),Oats,Acres,11300.00000
4813044,Athabasca County,2006,Cropland (Acres),Oats,Acres,38396.00000
4813044,Athabasca County,2011,Cropland (Acres),Oats,Acres,25432.00000
4813044,Athabasca County,2016,Cropland (Acres),Oats,Acres,21315.00000
4813044,Athabasca County,2021,Cropland (Acres),Oats,Acres,22980.00000
4817033,Lesser Slave River No.124,2006,Cropland (Acres),Oats,Acres,5727.00000
4817033,Lesser Slave River No.124,2011,Cropland (Acres),Oats,Acres,5112.00000
4817033,Lesser Slave River No.124,2016,Cropland (Acres),Oats,Acres,4806.00000
4817033,Lesser Slave River No.124,2021,Cropland (Acres),Oats,Acres,3784.00000
4810058,Lamont County,2006,Cropland (Acres),Oats,Acres,23687.00000
4810058,Lamont County,2011,Cropland (Acres),Oats,Acres,14089.00000
4810058,Lamont County,2016,Cropland (Acres),Oats,Acres,12260.00000
4810058,Lamont County,2021,Cropland (Acres),Oats,Acres,20453.00000
4810048,Two Hills County No. 21,2006,Cropland (Acres),Oats,Acres,24038.00000
4810048,Two Hills County No. 21,2011,Cropland (Acres),Oats,Acres,14212.00000
4810048,Two Hills County No. 21,2016,Cropland (Acres),Oats,Acres,13470.00000
4810048,Two Hills County No. 21,2021,Cropland (Acres),Oats,Acres,12252.00000
4814003,Yellowhead County,2006,Cropland (Acres),Oats,Acres,18877.00000
4814003,Yellowhead County,2011,Cropland (Acres),Oats,Acres,18736.00000
4814003,Yellowhead County,2016,Cropland (Acres),Oats,Acres
4814003,Yellowhead County,2021,Cropland (Acres),Oats,Acres,15741.00000
4805031,Starland County,2006,Cropland (Acres),Other,Acres,64335.00000
4805031,Starland County,2011,Cropland (Acres),Other,Acres,65355.00000
4805031,Starland County,2016,Cropland (Acres),Other,Acres,86197.00000
4805031,Starland County,2021,Cropland (Acres),Other,Acres,89193.00000
4805041,Kneehill County,2006,Cropland (Acres),Other,Acres,77079.00000
4805041,Kneehill County,2011,Cropland (Acres),Other,Acres,69800.00000
4805041,Kneehill County,2016,Cropland (Acres),Other,Acres,96272.00000
4805041,Kneehill County,2021,Cropland (Acres),Other,Acres,99812.00000
4802001,Warner County No. 5,2006,Cropland (Acres),Other,Acres,119781.00000
4802001,Warner County No. 5,2011,Cropland (Acres),Other,Acres,133168.00000
4802001,Warner County No. 5,2016,Cropland (Acres),Other,Acres,217483.00000
4802001,Warner County No. 5,2021,Cropland (Acres),Other,Acres,252983.00000
4807049,Wainwright No. 61,2006,Cropland (Acres),Other,Acres,108542.00000
4807049,Wainwright No. 61,2011,Cropland (Acres),Other,Acres,230146.00000
4807049,Wainwright No. 61,2016,Cropland (Acres),Other,Acres,99484.00000
4807049,Wainwright No. 61,2021,Cropland (Acres),Other,Acres,77561.00000
4808001,Red Deer County,2006,Cropland (Acres),Other,Acres,212813.00000
4808001,Red Deer County,2011,Cropland (Acres),Other,Acres,158390.00000
4808001,Red Deer County,2016,Cropland (Acres),Other,Acres,155841.00000
4808001,Red Deer County,2021,Cropland (Acres),Other,Acres,141008.00000
4805012,Wheatland County,2006,Cropland (Acres),Other,Acres,112686.00000
4805012,Wheatland County,2011,Cropland (Acres),Other,Acres,104169.00000
4805012,Wheatland County,2016,Cropland (Acres),Other,Acres,164597.00000
4805012,Wheatland County,2021,Cropland (Acres),Other,Acres,158820.00000
4807019,Stettler County No. 6,2006,Cropland (Acres),Other,Acres,151171.00000
4807019,Stettler County No. 6,2011,Cropland (Acres),Other,Acres,139577.00000
4807019,Stettler County No. 6,2016,Cropland (Acres),Other,Acres,134727.00000
4807019,Stettler County No. 6,2021,Cropland (Acres),Other,Acres,119524.00000
4808022,Lacombe County,2006,Cropland (Acres),Other,Acres,192985.00000
4808022,Lacombe County,2011,Cropland (Acres),Other,Acres,92494.00000
4808022,Lacombe County,2016,Cropland (Acres),Other,Acres,107655.00000
4808022,Lacombe County,2021,Cropland (Acres),Other,Acres,118931.00000
4807031,Flagstaff County,2006,Cropland (Acres),Other,Acres,101676.00000
4807031,Flagstaff County,2011,Cropland (Acres),Other,Acres,355323.00000
4807031,Flagstaff County,2016,Cropland (Acres),Other,Acres,104101.00000
4807031,Flagstaff County,2021,Cropland (Acres),Other,Acres,83246.00000
4807011,Paintearth County No. 18,2006,Cropland (Acres),Other,Acres,106381.00000
4807011,Paintearth County No. 18,2011,Cropland (Acres),Other,Acres,105617.00000
4807011,Paintearth County No. 18,2016,Cropland (Acres),Other,Acres,109321.00000
4807011,Paintearth County No. 18,2021,Cropland (Acres),Other,Acres,101142.00000
4810001,Camrose County,2006,Cropland (Acres),Other,Acres,115830.00000
4810001,Camrose County,2011,Cropland (Acres),Other,Acres,91294.00000
4810001,Camrose County,2016,Cropland (Acres),Other,Acres,102840.00000
4810001,Camrose County,2021,Cropland (Acres),Other,Acres,76828.00000
4811061,Edmonton,2006,Cropland (Acres),Other,Acres,21088.00000
4811061,Edmonton,2011,Cropland (Acres),Other,Acres,5863.00000
4811061,Edmonton,2016,Cropland (Acres),Other,Acres,6109.00000
4811061,Edmonton,2021,Cropland (Acres),Other,Acres,4056.00000
4803001,Cardston County,2006,Cropland (Acres),Other,Acres,90209.00000
4803001,Cardston County,2011,Cropland (Acres),Other,Acres,75088.00000
4803001,Cardston County,2016,Cropland (Acres),Other,Acres,86502.00000
4803001,Cardston County,2021,Cropland (Acres),Other,Acres,116149.00000
4802031,Newell County,2006,Cropland (Acres),Other,Acres,142542.00000
4802031,Newell County,2011,Cropland (Acres),Other,Acres,142435.00000
4802031,Newell County,2016,Cropland (Acres),Other,Acres,177692.00000
4802031,Newell County,2021,Cropland (Acres),Other,Acres,175328.00000
4808038,Ponoka County,2006,Cropland (Acres),Other,Acres,159655.00000
4808038,Ponoka County,2011,Cropland (Acres),Other,Acres,114226.00000
4808038,Ponoka County,2016,Cropland (Acres),Other,Acres,114822.00000
4808038,Ponoka County,2021,Cropland (Acres),Other,Acres,104410.00000
4812037,Lac la Biche County,2006,Cropland (Acres),Other,Acres,72256.00000
4812037,Lac la Biche County,2011,Cropland (Acres),Other,Acres,56266.00000
4812037,Lac la Biche County,2016,Cropland (Acres),Other,Acres,48675.00000
4812037,Lac la Biche County,2021,Cropland (Acres),Other,Acres,48981.00000
4809002,Clearwater County,2006,Cropland (Acres),Other,Acres,163305.00000
4809002,Clearwater County,2011,Cropland (Acres),Other,Acres,132786.00000
4809002,Clearwater County,2016,Cropland (Acres),Other,Acres,118211.00000
4809002,Clearwater County,2021,Cropland (Acres),Other,Acres,111328.00000
4810026,Minburn County No. 27,2006,Cropland (Acres),Other,Acres,90933.00000
4810026,Minburn County No. 27,2011,Cropland (Acres),Other,Acres,70402.00000
4810026,Minburn County No. 27,2016,Cropland (Acres),Other,Acres,73087.00000
4810026,Minburn County No. 27,2021,Cropland (Acres),Other,Acres,58131.00000
4813028,Westlock County,2006,Cropland (Acres),Other,Acres,183141.00000
4813028,Westlock County,2011,Cropland (Acres),Other,Acres,93016.00000
4813028,Westlock County,2016,Cropland (Acres),Other,Acres,87099.00000
4813028,Westlock County,2021,Cropland (Acres),Other,Acres,82772.00000
4813029,Woodlands County,2006,Cropland (Acres),Other,Acres,41785.00000
4813029,Woodlands County,2011,Cropland (Acres),Other,Acres,43568.00000
4813029,Woodlands County,2016,Cropland (Acres),Other,Acres,30671.00000
4813029,Woodlands County,2021,Cropland (Acres),Other,Acres,33515.00000
4813018,Barrhead County No. 11,2006,Cropland (Acres),Other,Acres,110907.00000
4813018,Barrhead County No. 11,2011,Cropland (Acres),Other,Acres,78094.00000
4813018,Barrhead County No. 11,2016,Cropland (Acres),Other,Acres,77462.00000
4813018,Barrhead County No. 11,2021,Cropland (Acres),Other,Acres,78807.00000
4810016,Beaver County,2006,Cropland (Acres),Other,Acres,85143.00000
4810016,Beaver County,2011,Cropland (Acres),Other,Acres,75027.00000
4810016,Beaver County,2016,Cropland (Acres),Other,Acres,80546.00000
4810016,Beaver County,2021,Cropland (Acres),Other,Acres,62679.00000
4801008,Forty Mile County No. 8,2006,Cropland (Acres),Other,Acres,174085.00000
4801008,Forty Mile County No. 8,2011,Cropland (Acres),Other,Acres,186099.00000
4801008,Forty Mile County No. 8,2016,Cropland (Acres),Other,Acres,401634.00000
4801008,Forty Mile County No. 8,2021,Cropland (Acres),Other,Acres,346875.00000
4801003,Cypress County,2006,Cropland (Acres),Other,Acres,167674.00000
4801003,Cypress County,2011,Cropland (Acres),Other,Acres,183837.00000
4801003,Cypress County,2016,Cropland (Acres),Other,Acres,250876.00000
4801003,Cypress County,2021,Cropland (Acres),Other,Acres,228478.00000
4803018,Willow Creek No. 26,2006,Cropland (Acres),Other,Acres,132034.00000
4803018,Willow Creek No. 26,2011,Cropland (Acres),Other,Acres,148311.00000
4803018,Willow Creek No. 26,2016,Cropland (Acres),Other,Acres,157001.00000
4803018,Willow Creek No. 26,2021,Cropland (Acres),Other,Acres,150786.00000
4802011,Lethbridge County,2006,Cropland (Acres),Other,Acres,149682.00000
4802011,Lethbridge County,2011,Cropland (Acres),Other,Acres,135005.00000
4802011,Lethbridge County,2016,Cropland (Acres),Other,Acres,196335.00000
4802011,Lethbridge County,2021,Cropland (Acres),Other,Acres,297552.00000
4802021,"Taber, M.D.",2006,Cropland (Acres),Other,Acres,186221.00000
4802021,"Taber, M.D.",2011,Cropland (Acres),Other,Acres,216363.00000
4802021,"Taber, M.D.",2016,Cropland (Acres),Other,Acres,275896.00000
4802021,"Taber, M.D.",2021,Cropland (Acres),Other,Acres,239369.00000
4803011,Pincher Creek No. 9,2006,Cropland (Acres),Other,Acres,77515.00000
4803011,Pincher Creek No. 9,2011,Cropland (Acres),Other,Acres,83013.00000
4803011,Pincher Creek No. 9,2016,Cropland (Acres),Other,Acres,65405.00000
4803011,Pincher Creek No. 9,2021,Cropland (Acres),Other,Acres,72821.00000
4804004,Special Area No. 2,2006,Cropland (Acres),Other,Acres,212336.00000
4804004,Special Area No. 2,2011,Cropland (Acres),Other,Acres,182195.00000
4804004,Special Area No. 2,2016,Cropland (Acres),Other,Acres,182001.00000
4804004,Special Area No. 2,2021,Cropland (Acres),Other,Acres,153690.00000
4804012,Special Area No. 3,2006,Cropland (Acres),Other,Acres,161734.00000
4804012,Special Area No. 3,2011,Cropland (Acres),Other,Acres,185407.00000
4804012,Special Area No. 3,2016,Cropland (Acres),Other,Acres,300983.00000
4804012,Special Area No. 3,2021,Cropland (Acres),Other,Acres,245194.00000
4804020,Special Area No. 4,2006,Cropland (Acres),Other,Acres,130511.00000
4804020,Special Area No. 4,2011,Cropland (Acres),Other,Acres,120881.00000
4804020,Special Area No. 4,2016,Cropland (Acres),Other,Acres,121025.00000
4804020,Special Area No. 4,2021,Cropland (Acres),Other,Acres,117413.00000
4805001,Vulcan County,2006,Cropland (Acres),Other,Acres,164475.00000
4805001,Vulcan County,2011,Cropland (Acres),Other,Acres,165650.00000
4805001,Vulcan County,2016,Cropland (Acres),Other,Acres,293316.00000
4805001,Vulcan County,2021,Cropland (Acres),Other,Acres,246266.00000
4806001,Foothills County,2006,Cropland (Acres),Other,Acres,134284.00000
4806001,Foothills County,2011,Cropland (Acres),Other,Acres,131729.00000
4806001,Foothills County,2016,Cropland (Acres),Other,Acres,126288.00000
4806001,Foothills County,2021,Cropland (Acres),Other,Acres,108952.00000
4806014,Rocky View County,2006,Cropland (Acres),Other,Acres,159921.00000
4806014,Rocky View County,2011,Cropland (Acres),Other,Acres,134481.00000
4806014,Rocky View County,2016,Cropland (Acres),Other,Acres,134791.00000
4806014,Rocky View County,2021,Cropland (Acres),Other,Acres,117022.00000
4806016,Calgary,2006,Cropland (Acres),Other,Acres,37756.00000
4806016,Calgary,2011,Cropland (Acres),Other,Acres,10527.00000
4806016,Calgary,2016,Cropland (Acres),Other,Acres,10181.00000
4806016,Calgary,2021,Cropland (Acres),Other,Acres,4354.00000
4806028,Mountain View County,2006,Cropland (Acres),Other,Acres,215580.00000
4806028,Mountain View County,2011,Cropland (Acres),Other,Acres,155926.00000
4806028,Mountain View County,2016,Cropland (Acres),Other,Acres,148870.00000
4806028,Mountain View County,2021,Cropland (Acres),Other,Acres,172251.00000
4807001,Provost No. 52,2006,Cropland (Acres),Other,Acres,97217.00000
4807001,Provost No. 52,2011,Cropland (Acres),Other,Acres,86258.00000
4807001,Provost No. 52,2016,Cropland (Acres),Other,Acres,108753.00000
4807001,Provost No. 52,2021,Cropland (Acres),Other,Acres,85182.00000
4819041,Smoky River No. 130,2006,Cropland (Acres),Other,Acres,139771.00000
4819041,Smoky River No. 130,2011,Cropland (Acres),Other,Acres,46896.00000
4819041,Smoky River No. 130,2016,Cropland (Acres),Other,Acres,70071.00000
4819041,Smoky River No. 130,2021,Cropland (Acres),Other,Acres,97065.00000
4810036,Vermilion River County,2006,Cropland (Acres),Other,Acres,186035.00000
4810036,Vermilion River County,2011,Cropland (Acres),Other,Acres,160270.00000
4810036,Vermilion River County,2016,Cropland (Acres),Other,Acres,174221.00000
4810036,Vermilion River County,2021,Cropland (Acres),Other,Acres,156502.00000
4817026,Northern Sunrise County,2006,Cropland (Acres),Other,Acres,133425.00000
4817026,Northern Sunrise County,2011,Cropland (Acres),Other,Acres,44846.00000
4817026,Northern Sunrise County,2016,Cropland (Acres),Other,Acres,36223.00000
4817026,Northern Sunrise County,2021,Cropland (Acres),Other,Acres,32924.00000
4817027,Big Lakes County,2006,Cropland (Acres),Other,Acres,116237.00000
4817027,Big Lakes County,2011,Cropland (Acres),Other,Acres,112648.00000
4817027,Big Lakes County,2016,Cropland (Acres),Other,Acres,73684.00000
4817027,Big Lakes County,2021,Cropland (Acres),Other,Acres,69893.00000
4813001,Lac Ste. Anne County,2006,Cropland (Acres),Other,Acres,180074.00000
4813001,Lac Ste. Anne County,2011,Cropland (Acres),Other,Acres,148293.00000
4813001,Lac Ste. Anne County,2016,Cropland (Acres),Other,Acres,123921.00000
4813001,Lac Ste. Anne County,2021,Cropland (Acres),Other,Acres,123028.00000
4819049,Birch Hills County,2006,Cropland (Acres),Other,Acres,70893.00000
4819049,Birch Hills County,2011,Cropland (Acres),Other,Acres,172434.00000
4819049,Birch Hills County,2016,Cropland (Acres),Other,Acres,61993.00000
4819049,Birch Hills County,2021,Cropland (Acres),Other,Acres,53127.00000
4819054,Spirit River No. 133,2006,Cropland (Acres),Other,Acres,75922.00000
4819054,Spirit River No. 133,2011,Cropland (Acres),Other,Acres,11393.00000
4819054,Spirit River No. 133,2016,Cropland (Acres),Other,Acres,41423.00000
4819054,Spirit River No. 133,2021,Cropland (Acres),Other,Acres,40039.00000
4819059,Saddle Hills County,2006,Cropland (Acres),Other,Acres,146541.00000
4819059,Saddle Hills County,2011,Cropland (Acres),Other,Acres,131809.00000
4819059,Saddle Hills County,2016,Cropland (Acres),Other,Acres,141727.00000
4819059,Saddle Hills County,2021,Cropland (Acres),Other,Acres,112570.00000
4819066,Fairview No. 136,2006,Cropland (Acres),Other,Acres,101349.00000
4819066,Fairview No. 136,2011,Cropland (Acres),Other,Acres,39550.00000
4819066,Fairview No. 136,2016,Cropland (Acres),Other,Acres,51025.00000
4819066,Fairview No. 136,2021,Cropland (Acres),Other,Acres,28774.00000
4811032,Brazeau County,2006,Cropland (Acres),Other,Acres,73610.00000
4811032,Brazeau County,2011,Cropland (Acres),Other,Acres,67335.00000
4811032,Brazeau County,2016,Cropland (Acres),Other,Acres,51684.00000
4811032,Brazeau County,2021,Cropland (Acres),Other,Acres,63259.00000
4811034,Parkland County,2006,Cropland (Acres),Other,Acres,98718.00000
4811034,Parkland County,2011,Cropland (Acres),Other,Acres,103404.00000
4811034,Parkland County,2016,Cropland (Acres),Other,Acres,73155.00000
4811034,Parkland County,2021,Cropland (Acres),Other,Acres,79838.00000
4811052,Strathcona County,2006,Cropland (Acres),Other,Acres,90817.00000
4811052,Strathcona County,2011,Cropland (Acres),Other,Acres,45679.00000
4811052,Strathcona County,2016,Cropland (Acres),Other,Acres,35004.00000
4811052,Strathcona County,2021,Cropland (Acres),Other,Acres,33575.00000
4811059,Sturgeon County,2006,Cropland (Acres),Other,Acres,95913.00000
4811059,Sturgeon County,2011,Cropland (Acres),Other,Acres,77461.00000
4811059,Sturgeon County,2016,Cropland (Acres),Other,Acres,71292.00000
4811059,Sturgeon County,2021,Cropland (Acres),Other,Acres,64130.00000
4817095,Mackenzie County,2006,Cropland (Acres),Other,Acres,95914.00000
4817095,Mackenzie County,2011,Cropland (Acres),Other,Acres,251175.00000
4817095,Mackenzie County,2016,Cropland (Acres),Other,Acres,100597.00000
4817095,Mackenzie County,2021,Cropland (Acres),Other,Acres,126362.00000
4817062,Clear Hills,2006,Cropland (Acres),Other,Acres,156490.00000
4817062,Clear Hills,2011,Cropland (Acres),Other,Acres,156919.00000
4817062,Clear Hills,2016,Cropland (Acres),Other,Acres,138314.00000
4817062,Clear Hills,2021,Cropland (Acres),Other,Acres,120980.00000
4818015,Greenview No. 16,2006,Cropland (Acres),Other,Acres,203603.00000
4818015,Greenview No. 16,2011,Cropland (Acres),Other,Acres,141108.00000
4818015,Greenview No. 16,2016,Cropland (Acres),Other,Acres,115172.00000
4818015,Greenview No. 16,2021,Cropland (Acres),Other,Acres,115882.00000
4819006,Grande Prairie County No. 1,2006,Cropland (Acres),Other,Acres,237040.00000
4819006,Grande Prairie County No. 1,2011,Cropland (Acres),Other,Acres,230604.00000
4819006,Grande Prairie County No. 1,2016,Cropland (Acres),Other,Acres,226645.00000
4819006,Grande Prairie County No. 1,2021,Cropland (Acres),Other,Acres,196865.00000
4812004,Bonnyville No. 87,2006,Cropland (Acres),Other,Acres,156417.00000
4812004,Bonnyville No. 87,2011,Cropland (Acres),Other,Acres,164132.00000
4812004,Bonnyville No. 87,2016,Cropland (Acres),Other,Acres,126238.00000
4812004,Bonnyville No. 87,2021,Cropland (Acres),Other,Acres,114031.00000
4812014,St. Paul County No. 19,2006,Cropland (Acres),Other,Acres,146847.00000
4812014,St. Paul County No. 19,2011,Cropland (Acres),Other,Acres,148191.00000
4812014,St. Paul County No. 19,2016,Cropland (Acres),Other,Acres,111685.00000
4812014,St. Paul County No. 19,2021,Cropland (Acres),Other,Acres,109982.00000
4812022,Smoky Lake County,2006,Cropland (Acres),Other,Acres,128571.00000
4812022,Smoky Lake County,2011,Cropland (Acres),Other,Acres,80240.00000
4812022,Smoky Lake County,2016,Cropland (Acres),Other,Acres,72979.00000
4812022,Smoky Lake County,2021,Cropland (Acres),Other,Acres,65024.00000
4819071,Peace No. 135,2006,Cropland (Acres),Other,Acres,79805.00000
4819071,Peace No. 135,2011,Cropland (Acres),Other,Acres,71024.00000
4819071,Peace No. 135,2016,Cropland (Acres),Other,Acres,40554.00000
4819071,Peace No. 135,2021,Cropland (Acres),Other,Acres,38732.00000
4815007,Crowsnest Pass,2006,Cropland (Acres),Other,Acres,331.00000
4815007,Crowsnest Pass,2011,Cropland (Acres),Other,Acres,0.00000
4815015,Bighorn No. 8,2006,Cropland (Acres),Other,Acres,2115.00000
4815015,Bighorn No. 8,2011,Cropland (Acres),Other,Acres,7383.00000
4815015,Bighorn No. 8,2016,Cropland (Acres),Other,Acres,5405.00000
4815015,Bighorn No. 8,2021,Cropland (Acres),Other,Acres,0.00000
4815037,Improvement District No. 12 Jasper Park,2006,Cropland (Acres),Other,Acres,0.00000
4815037,Improvement District No. 12 Jasper Park,2011,Cropland (Acres),Other,Acres,0.00000
4815037,Improvement District No. 12 Jasper Park,2016,Cropland (Acres),Other,Acres,0.00000
4815037,Improvement District No. 12 Jasper Park,2021,Cropland (Acres),Other,Acres,0.00000
4815045,Ranchland No. 66,2006,Cropland (Acres),Other,Acres,3667.00000
4815045,Ranchland No. 66,2011,Cropland (Acres),Other,Acres,4990.00000
4815045,Ranchland No. 66,2016,Cropland (Acres),Other,Acres,6481.00000
4815045,Ranchland No. 66,2021,Cropland (Acres),Other,Acres,2776.00000
4816037,Wood Buffalo,2016,Cropland (Acres),Other,Acres,470.00000
4816037,Wood Buffalo,2021,Cropland (Acres),Other,Acres,0.00000
4816051,Improvement District No. 24 Wood Buffalo,2016,Cropland (Acres),Other,Acres,0.00000
4816051,Improvement District No. 24 Wood Buffalo,2021,Cropland (Acres),Other,Acres,0.00000
4811012,Leduc County,2006,Cropland (Acres),Other,Acres,164885.00000
4811012,Leduc County,2011,Cropland (Acres),Other,Acres,126034.00000
4811012,Leduc County,2016,Cropland (Acres),Other,Acres,109849.00000
4811012,Leduc County,2021,Cropland (Acres),Other,Acres,94129.00000
4811001,Wetaskiwin County No. 10,2006,Cropland (Acres),Other,Acres,135371.00000
4811001,Wetaskiwin County No. 10,2011,Cropland (Acres),Other,Acres,100380.00000
4811001,Wetaskiwin County No. 10,2016,Cropland (Acres),Other,Acres,99116.00000
4811001,Wetaskiwin County No. 10,2021,Cropland (Acres),Other,Acres,92011.00000
4817076,Northern Lights County,2006,Cropland (Acres),Other,Acres,127886.00000
4817076,Northern Lights County,2011,Cropland (Acres),Other,Acres,111281.00000
4817076,Northern Lights County,2016,Cropland (Acres),Other,Acres,68399.00000
4817076,Northern Lights County,2021,Cropland (Acres),Other,Acres,91057.00000
4813036,Thorhild County,2006,Cropland (Acres),Other,Acres,95690.00000
4813036,Thorhild County,2011,Cropland (Acres),Other,Acres,100502.00000
4813036,Thorhild County,2016,Cropland (Acres),Other,Acres,46127.00000
4813036,Thorhild County,2021,Cropland (Acres),Other,Acres,40850.00000
4813044,Athabasca County,2006,Cropland (Acres),Other,Acres,181770.00000
4813044,Athabasca County,2011,Cropland (Acres),Other,Acres,114120.00000
4813044,Athabasca County,2016,Cropland (Acres),Other,Acres,104087.00000
4813044,Athabasca County,2021,Cropland (Acres),Other,Acres,104834.00000
4817033,Lesser Slave River No.124,2006,Cropland (Acres),Other,Acres,26457.00000
4817033,Lesser Slave River No.124,2011,Cropland (Acres),Other,Acres,28085.00000
4817033,Lesser Slave River No.124,2016,Cropland (Acres),Other,Acres,18505.00000
4817033,Lesser Slave River No.124,2021,Cropland (Acres),Other,Acres,17509.00000
4810058,Lamont County,2006,Cropland (Acres),Other,Acres,157905.00000
4810058,Lamont County,2011,Cropland (Acres),Other,Acres,65051.00000
4810058,Lamont County,2016,Cropland (Acres),Other,Acres,78023.00000
4810058,Lamont County,2021,Cropland (Acres),Other,Acres,52688.00000
4810048,Two Hills County No. 21,2006,Cropland (Acres),Other,Acres,163836.00000
4810048,Two Hills County No. 21,2011,Cropland (Acres),Other,Acres,83463.00000
4810048,Two Hills County No. 21,2016,Cropland (Acres),Other,Acres,65692.00000
4810048,Two Hills County No. 21,2021,Cropland (Acres),Other,Acres,62591.00000
4814003,Yellowhead County,2006,Cropland (Acres),Other,Acres,108480.00000
4814003,Yellowhead County,2011,Cropland (Acres),Other,Acres,95569.00000
4814003,Yellowhead County,2016,Cropland (Acres),Other,Acres,84238.00000
4814003,Yellowhead County,2021,Cropland (Acres),Other,Acres,80023.00000
